,cryptcreatehash cryptcreatehash crypthashdata,cryptcreatehash crypthashdata crypthashdata,cryptdecrypt cryptdecrypt cryptdecrypt,crypthashdata cryptcreatehash cryptcreatehash,crypthashdata crypthashdata cryptcreatehash,crypthashdata crypthashdata crypthashdata,findfirstfileexw getfileattributesw setfileattributesw,findfirstfileexw ntclose findfirstfileexw,findresourceexw loadresource findresourceexw,findresourceexw loadresource ntqueryvaluekey,getasynckeystate getasynckeystate getasynckeystate,getasynckeystate getkeystate getkeystate,getfileattributesw findresourceexw loadresource,getfileattributesw ntqueryvaluekey getfileattributesw,getfileattributesw setfileattributesw findfirstfileexw,getkeystate getasynckeystate getkeystate,getkeystate getkeystate getasynckeystate,getkeystate getkeystate getkeystate,getkeystate getkeystate getsystemmetrics,getkeystate getsystemmetrics getsystemmetrics,getsystemmetrics getsystemmetrics getkeystate,getsystemmetrics getsystemmetrics getsystemmetrics,getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime,ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle,ldrgetdllhandle ldrgetprocedureaddress process32nextw,ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress,ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll,ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress,ldrgetprocedureaddress ntprotectvirtualmemory ldrgetprocedureaddress,ldrgetprocedureaddress process32nextw ldrgetdllhandle,ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress,loadresource findresourceexw loadresource,loadresource ntqueryvaluekey getfileattributesw,loadstringa loadstringa loadstringa,loadstringw loadstringw loadstringw,ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntallocatevirtualmemory ntfreevirtualmemory ntfreevirtualmemory,ntallocatevirtualmemory ntreadfile ntreadfile,ntclose findfirstfileexw ntclose,ntclose ntclose ntclose,ntclose ntopenkeyex ntopenkeyex,ntclose ntopenkeyex ntqueryvaluekey,ntclose ntquerydirectoryfile ntclose,ntclose process32nextw ntopenmutant,ntdelayexecution ntdelayexecution ntdelayexecution,ntfreevirtualmemory ntallocatevirtualmemory ntfreevirtualmemory,ntfreevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory,ntopenfile ntopenfile ntopenfile,ntopenkey ntqueryvaluekey ntclose,ntopenkeyex ntopenkeyex ntquerykey,ntopenkeyex ntquerykey ntclose,ntopenkeyex ntqueryvaluekey ntquerykey,ntopenmutant ntclose process32nextw,ntprotectvirtualmemory ldrgetprocedureaddress ntprotectvirtualmemory,ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory,ntquerykey ntclose ntopenkeyex,ntquerykey ntopenkeyex ntopenkeyex,ntqueryvaluekey getfileattributesw findresourceexw,ntqueryvaluekey getfileattributesw ntqueryvaluekey,ntqueryvaluekey ntclose ntopenkey,ntqueryvaluekey ntquerykey ntclose,ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey,ntreadfile ntallocatevirtualmemory ntreadfile,ntreadfile ntreadfile ntallocatevirtualmemory,ntreadfile ntreadfile ntreadfile,ntreadfile ntreadfile setfilepointer,ntreadfile setfilepointer ntreadfile,ntwritefile ntwritefile ntwritefile,process32nextw ldrgetdllhandle ldrgetprocedureaddress,process32nextw ntopenmutant ntclose,process32nextw process32nextw process32nextw,readprocessmemory readprocessmemory readprocessmemory,regclosekey regclosekey regclosekey,regclosekey regopenkeyexw regopenkeyexw,regclosekey regopenkeyexw regqueryvalueexw,regclosekey regqueryvalueexw regqueryvalueexw,regenumkeyw regenumkeyw regenumkeyw,regopenkeyexa regqueryvalueexa regclosekey,regopenkeyexw regclosekey regopenkeyexw,regopenkeyexw regclosekey regqueryvalueexw,regopenkeyexw regopenkeyexw regclosekey,regopenkeyexw regopenkeyexw regopenkeyexw,regopenkeyexw regopenkeyexw regqueryvalueexw,regopenkeyexw regqueryvalueexw regclosekey,regopenkeyexw regqueryvalueexw regopenkeyexw,regopenkeyexw regqueryvalueexw regqueryvalueexw,regqueryvalueexw regclosekey regopenkeyexw,regqueryvalueexw regopenkeyexw regclosekey,regqueryvalueexw regopenkeyexw regqueryvalueexw,regqueryvalueexw regqueryvalueexw regclosekey,regqueryvalueexw regqueryvalueexw regopenkeyexw,regqueryvalueexw regqueryvalueexw regqueryvalueexw,regsetvalueexa regsetvalueexa regsetvalueexa,searchpathw searchpathw searchpathw,sendto sendto sendto,setfileattributesw findfirstfileexw getfileattributesw,setfilepointer ntreadfile ntreadfile,writeprocessmemory writeprocessmemory writeprocessmemory
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-40d4291b4fc00cf50c7e4fdd18f530f836c504df30e95ac7d46f33da2f2fbb86.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0038187612268962747,4.896575222302022e-05,0.004301010390640265,0.0035785270881091734,0.0,0.0,0.00334421876686393,0.002112811090868391,0.004379563829806623,0.0,0.0,0.007447995945587768,0.0,0.0,0.0,0.0009842604896518592,8.579338766428085e-05,0.00042837722528577476,0.0,0.00043195157933397155,0.0008759480043920933,0.00013427641382971885,0.00027059292968115086,0.0,0.0,0.0002697021446183193,0.004301010390640265,0.003429421792771291,0.0,0.0002733573092433767,0.0008422690667780568,4.390785983623824e-05,4.4274204188564857e-05,0.002822061346619233,6.064219898394643e-05,0.00030676920636016347,0.0,2.618980988701085e-05,0.0008747826221560187,0.0,0.0,0.0,0.00015700150838018304,0.0,0.0005916914499392152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033655195233407704,0.0023156671123208813,0.0003834195027171699,0.0,0.0,0.0033151079212521022,0.0033145306838951037,0.9985171705730073,0.004933336852733473,0.0038888244269491977,0.0004183889498755153,0.0,0.0,0.0017947804207011215,0.0,0.001641487760751162,0.0026218922604571773,0.0010807555524918082,0.0017648767043766103,0.002556466951192147,0.00013633900825474094,0.001933183731882995,0.0021968357221291658,0.0029256393213794017,0.00402382046533858,0.0009806914843776247,0.0022193526487112457,0.0006929598073182087,0.0008160613066822936,0.0015556857128799192,0.0016498869850325218,0.0009060264557142402,0.0005721902994534799,0.002068733246444361,0.02611119224456359,2.189067829168697e-05,0.0,0.04371708137780121,0.003837874177162252,0.004903254196877621,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-44a5a6ff46824c9203b7662cab066726487fe11a46c60b53a8e04a2fa6de0494.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01137950888991137,0.011828913925710062,0.0,0.0,0.0,0.0,0.008614238684992571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03564771209398146,0.0,0.0,0.0,0.002334520540584632,0.2181085244834604,0.0,0.0,0.0,0.0,0.003357752772868664,0.011828913925710062,0.0,0.07185735691032016,0.0,0.05258715093753529,0.005102034163263151,0.0,0.0,0.011274466926165868,0.0011498764038794824,0.0,0.0015216103138624793,0.0,0.0,0.9573231933036557,0.0,0.0,0.0,0.022542212916759896,0.0,0.0,0.0,0.0,0.0,0.009065282708984766,0.0,0.0,0.0,0.008610476766115701,0.010183503931162963,0.0,0.02112002465597424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15702835411228347,0.0013722206222854078,0.0,0.0013081493674849095,0.0,0.0,0.0024372937065358998,0.0,0.0,0.0,0.0,0.0,0.002540746679980553,0.0,0.0013170170068572688,0.00130991727624468,0.0,0.0,0.0013568926934757156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014521040604722972
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-49b7a4c98dafc60cf72c7f07f91f49e7b66e3532a795b140c124502e6b63f66f.json,0.0,0.0,0.0,0.0,0.0,0.0,0.006890920980221528,8.835826836447135e-05,0.007761135346265737,0.006457420593898879,0.0,0.0,0.006034613293107882,0.0038125489938376778,0.007902884334971157,0.0,0.0,0.0013250549482596438,0.0,0.0,0.0,0.000622784587636005,0.0009546827071249443,0.0007730029278552245,0.0,0.0007613260085089733,0.0015285314284617208,0.000242300605413906,0.00039785986121617544,0.0,0.0,0.0003997688675887267,0.007761135346265737,0.006188361402486426,0.0,0.0004932708555054294,0.0008620141808330318,7.923134612636481e-05,0.00010652321504219229,0.005092384829908848,0.00010942831364318647,0.0005535623294026328,0.0,4.725928113737976e-05,0.0015785375324572095,0.0,0.0,0.0,0.0006181261925674673,0.0,0.0008576622679165392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006073050320452518,0.004178600896833288,0.000553501690944369,0.0,0.0,0.00601495161681741,0.005946667607822417,0.9952906555433035,0.008768797138641437,0.0069651758057279085,0.0007549791729013887,0.0,0.0,0.004252793018092097,0.0,0.002535855925151781,0.004052359787648788,0.001584548769427208,0.003086713553213936,0.0046131220839724495,5.6774432048485376e-05,0.003066248376068333,0.0038376546142763947,0.004844525283053972,0.006325488937288124,0.0014404120915033727,0.003353775321809487,0.0010173070091697453,0.0012066937602030466,0.002380035330501612,0.0029772065244821496,0.0012765788359159432,0.0008639389074490909,0.003522700438104014,0.046808652098519234,3.9501536060705116e-05,0.0,0.07888708807939429,0.006925410130539209,0.008716799298509412,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-4d91426135d853101d892e9965a26d68f4b43275814ef9b6434c43b3a53b166a.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0056645894737254844,7.263373333268227e-05,0.006379937560276936,0.005308236276196834,0.0,0.0,0.004960673186683946,0.0031340549340998706,0.006496460421536933,0.0,0.0,0.01104804331220694,0.0,0.0,0.0,0.0014600105316396764,0.00014847267838185213,0.0005183825900719497,0.0,0.0005215315565523928,0.001385015411917861,0.00019917997359778173,0.00037165384125980027,0.0,0.0,0.00040006479553784805,0.006379937560276936,0.005087059764688632,0.0,0.00040548671270669443,0.001491804702987279,8.14138361448164e-05,6.567448868960912e-05,0.004186126874253267,8.995408238896937e-05,0.0011302817899708829,0.007242432098771082,0.00621581764724932,0.001297615676613121,0.0,0.0,0.0,4.234353112234648e-05,0.0,0.0008201367085449192,0.010844570464081226,0.00846405499635608,0.007583444634373859,0.0,0.0,0.0,0.017228603792812783,0.0070651246295941475,0.004992269831185118,0.003434963007563145,0.0005199984752130533,0.007231635347212185,0.005554007791699225,0.00494451056852732,0.004888378611755936,0.9965689057268137,0.007208272466242328,0.005725629660391976,0.0005947613474756882,0.0,0.0,0.003549735520564862,0.0,0.0018218059852247344,0.002333522692420191,0.0006178796659412546,0.002275597240344896,0.00379215534075691,0.00020223953924599614,0.0018264989042279542,0.002496020577047788,0.002978273582274826,0.0020506188930043824,0.0004905439089419357,0.001394680297719743,0.0003310210192161182,0.0006725060843740736,0.0008862670088326883,0.0022741074913763563,0.0005339024988552445,0.0003810772549630566,0.002636464433095897,0.0338759060199254,3.247170966082743e-05,0.0,0.06484807619039427,0.005692940818692001,0.007219404489779493,0.00018537133741010052
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-4dcfd898be9a13ed6e5dcea1db413a8c26dce50f305d36b759dd338d548370cc.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017126689236506634,0.011868709787679881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03154378113545964,0.0,0.046847490756279746,0.3725930511997049,0.005218410163222876,0.009347649070852474,0.0,0.0,0.010481486453041878,0.011868709787679881,0.0,0.0,0.0,0.003908449571006068,0.010238397741483869,0.0,0.0024785155772326247,0.016968596203910422,0.03999649049681856,0.0,0.0020356392636545666,0.0,0.0,0.9228755149624865,0.0,0.0,0.0,0.025633791577394715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010217764161591458,0.0,0.028254771308640934,0.0,0.0,0.0,0.0,0.002247317971563284,0.0,0.0,0.0,0.0,0.0,0.038551440658042155,0.005316266321653914,0.0017500671432868842,0.0,0.0,0.003260657949595797,0.0,0.010899070249219628,0.010701146832811106,0.0019187547320108137,0.005318065432239267,0.0016995296540937615,0.0,0.00528579132048741,0.007009729141213253,0.0,0.0,0.005445830679986057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-4f109c9a73acc46b1dffbb4553375379a24732c96305d0adc6e15a8b0551d215.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.648519241732967e-05,2.2583051073702874e-05,0.0,0.9999975386703648,0.00010688104219938217,0.0,0.0,0.0,0.0,0.0,0.0001489360717927277,3.2762863783748564e-05,5.450254702323924e-05,4.552509116081508e-05,0.00045370978712835886,0.0,0.0007322387154825127,0.0,0.000730935899678085,0.0005808241660312551,1.5886831892972514e-05,3.91294899241304e-05,0.0,0.0,6.154002871712362e-05,2.2583051073702874e-05,0.0,0.0,0.0010534285006526417,0.0003792746314350729,5.844298072284719e-05,1.0476550856218859e-05,1.697748125348635e-05,6.026869577883608e-05,0.0004776918131238955,8.963767381693715e-05,7.43671526726633e-05,0.0,0.0,0.0,8.706323177229338e-06,1.0132111404744061e-05,0.0,0.0002547745242681573,2.373409357580581e-05,2.373409357580581e-05,0.0,0.0,0.0,0.0,3.140969041507737e-05,2.3810820597869434e-05,0.0,0.0,3.4995119881322845e-05,0.0,1.2902745891409631e-05,1.2930493483565846e-05,6.761321957175029e-06,6.048162899428455e-05,3.279127734251384e-05,1.0262540229943887e-05,2.475071653678052e-05,0.0,0.0,0.0,0.0,5.449103059801577e-05,0.0001092470178241074,0.0002996928120043327,9.637398894473241e-06,0.0,0.0006291037932129563,1.7482047328371277e-05,8.295232236599061e-06,1.2216890452073714e-05,0.0004775362162103109,0.00013761687476438077,0.00022506973128267547,8.754556494578812e-05,0.0002735634194240728,0.00034011087877603043,1.0364886953947112e-05,0.0001982391165968462,0.0003025701578250489,0.0,0.0007409532721244132,0.0,0.0,0.0,0.0,7.09042309118167e-05,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-5137eb54f61e4dd90f273ae6e84656acc533556173245050c40785cb59c8197d.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002051869696174427,0.11908709090327126,0.09997016221443204,0.0,0.0,0.09342449683134425,0.059023744205934696,0.0,0.0,0.0,0.01856006602675052,0.0,0.0,0.0,0.009284505172955582,0.04034502863540884,0.0211000588871123,0.0,0.022169698645428552,0.08981512731045625,0.007502324024168278,0.01231888624444627,0.0009660933747739975,0.0,0.009956213028025811,0.11908709090327126,0.09580473878883072,0.0,0.00763654259831254,0.05478563938390591,0.2578958546382962,0.06637758885825898,0.0,0.002371750848401586,0.0013822486074409797,0.0,0.0007316416722034704,0.027643020165908416,0.0,0.5977304244727721,0.5721745364222138,0.06738510852356988,0.0,0.02655569195223983,0.0,0.0,0.0,0.0,0.0,0.002724308968832944,0.0,0.0,0.09401955732071586,0.06469075436722849,0.01346557550729127,0.0,0.0,0.0,0.0,0.0030292568703693904,0.0025808668613860907,0.0012115836347169856,0.0,0.0,0.0,0.0,0.000786505630330343,0.022763447029976132,0.022292107739246683,0.024531094918299707,0.012894841942487389,0.0,0.0008789498994198879,0.008255641184275582,0.02285092897468267,0.03301291825183465,0.04620530924348522,0.014016923956753328,0.029014826036902672,0.012140144215480427,0.027230450665896053,0.027083657675994896,0.008973554851262413,0.014562414791706389,0.024140275284545556,0.014244600766843847,0.3763543109499992,0.0,0.0,0.0,0.0,0.0025366277354374783,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-5261bce6f16d1c8457f87056efcb40882c87eaa97949338564bb79abfc42fd3d.json,0.17343237977761394,0.16509566227782171,0.0,0.17343237977761394,0.16509566227782171,0.6896672470890058,0.0,0.01744615748288542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537694149430484,0.0,0.1820823241982587,0.0,0.20758786488425296,0.2263540287068855,0.0,0.0,0.0,0.0,0.01143964300330054,0.0,0.0,0.0,0.006183829269903205,0.2388812891554381,0.10168642606935638,0.04206557732760236,0.007574243770129546,0.017285115502994684,0.0,0.0,0.003110415797382656,0.0,0.0,0.23022615514820485,0.16896239612374853,0.05424343967622307,0.0,0.004607990266986998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008653113048717472,0.004524690672368433,0.03311544397329713,0.0,0.027470852799107937,0.0,0.0,0.0,0.0,0.0,0.0028050392811917696,0.01083086382753241,0.0909182898606349,0.0032246836609697697,0.0,0.0,0.002924755579663093,0.0027755933058504767,0.002725189473496622,0.011727274348274521,0.013543161458983167,0.028565317914901498,0.027897939797541297,0.10230338064663429,0.0830081183845003,0.0034681019198405643,0.03242849569589797,0.10817455481005304,0.0,0.26824535044035797,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-536afce249c88929f1b6e982799729c8bb7648ad2bb479c2f2cc27cffba3067b.json,0.0,0.0,0.0,0.0,0.0,0.0,0.006951504827676672,8.913509977312606e-05,0.008987560800566112,0.007018267649064407,0.0,0.0,0.006514193177032157,0.0038798057407276325,0.007972365198324512,0.0,0.0,0.021641884228528103,0.0,0.0,0.0,0.0018382422445226687,0.00018220359045202517,0.0007797990428590066,0.0,0.000786305639617888,0.0016646267327970934,0.0002444308726102385,0.0004925754571312942,0.0,0.0,0.0005260220477326242,0.008987560800566112,0.006746842933354734,0.0,0.0004976076119926658,0.0017620697592050768,5.994595134833197e-05,0.00010745974968379837,0.005137156242409964,0.0001103903894353862,0.0005584291586432672,0.0,4.7674776988730345e-05,0.0015924157756329906,0.0,0.0,0.0,0.00028579863432425244,0.0,0.0010594318701524002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006552968136419254,0.004249061178581031,0.0006780182700033961,0.0,0.0,0.005902046268712451,0.005998949734442765,0.9948201296586437,0.009114967496660404,0.007157993247663542,0.000888552963674491,0.0,0.0,0.0031351336409132903,0.0,0.0032460568399704714,0.005270806180233374,0.0020083464938007666,0.0033856956053859963,0.004653679896988955,0.00022909433418634822,0.0037656424875550493,0.004318094026492252,0.005785177618593144,0.013121701879484457,0.0019720316578946432,0.004199224151318767,0.0014110951327020592,0.00150615432906138,0.0029345069244431036,0.0031362746288651536,0.0017170697436526133,0.0011266177898494986,0.003792350868052489,0.0477393174267221,3.9848827089264944e-05,0.0,0.07958065042383274,0.006986297200949267,0.009057900208438984,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-53747b367ba9f8305f03ec7eafb7e7ad17b0c3e8eaa35388c69a13f01383db8b.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042111964478203437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.148733093638304e-05,0.0051142071076159855,0.0,0.005140396829313756,0.011424286668195298,0.00036088001005420416,0.0006033423232009334,0.0,0.0,0.0005177492238666065,0.0,0.0,0.0,0.0,0.005297673624097467,0.04165624000427088,0.006092335575600209,0.00013712172074704124,0.0003129242803656756,0.0001489365152752737,0.0,2.8154993377549786e-05,0.0,0.0,0.010888747725538042,0.09134334892816319,0.0062296013664671305,0.0,0.00014598780473659343,0.0,0.0,0.0,0.0,0.0,0.00012580404406690467,0.0,0.0,0.0,0.0,4.710741034186668e-05,0.0,0.0003907926680736111,0.0,0.0,0.005495522587913071,0.00019863354467446206,0.00021757909967364884,7.496387694174292e-05,7.55908576666538e-05,0.0,0.04096678889280754,0.9938836135440524,5.078154660362622e-05,4.901963583034799e-05,0.00021784712418518125,2.9189328062085904e-05,0.0,9.019653395023449e-05,0.00023826983723877998,5.024846595156213e-05,9.867194173001613e-05,0.0,0.00012259056217166214,0.00025856875386191753,2.5252775236931658e-05,0.00048738635337008013,7.271384513198083e-05,0.0,0.0001334261954667689,0.0004268216215832136,0.00012529369592271267,0.00022073769253153782,0.00018826617069509822,0.0,0.0,0.0,0.0005075946969543123,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-570b2e7f7aa673b1d2847e5c67b9d9d74db58c0da3a5a0b01bf834b95f94ac2d.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023164625397384557,0.03912911262001828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621651147155182,0.030440230108647322,0.06666312074476233,0.0,0.07365990589653998,0.7149397407340277,0.0,0.011852925101412204,0.0,0.0,0.068351882241148,0.03912911262001828,0.0,0.0,0.009237097039082392,0.03270932550696136,0.020771847238755442,0.0,0.0,0.022950797387343857,0.07724437508033109,0.0,0.003097456424738168,0.020352811840538075,0.0,0.0,0.005802014613598367,0.0,0.0,0.016060769670624402,0.0,0.0,0.0,0.0,0.0,0.02768052823367342,0.0,0.0,0.0,0.0,0.0025912481821526606,0.0,0.0,0.0,0.0,0.003664163370750032,0.0,0.013678198517258443,0.0,0.0,0.0,0.0,0.0,0.002793352242642782,0.0161786064629773,0.01864048198242995,0.0032112481976923958,0.0,0.002480730769733015,0.014562848749417118,0.024876260570728524,0.029852186371530694,0.0817488932306334,0.013486734637759097,0.033618357054340915,0.01666902275938166,0.02144781881255397,0.026665248297904932,0.0,0.014678810995795029,0.02209720032939517,0.0,0.09443909337493994,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-59fcfeff52662c45494a37ed880ab405d58c693daa37caf530d6c139906135cd.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03715176151394795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003810865267221941,0.8727539440587287,0.012734934819413972,0.0418217642600929,0.0,0.0,0.05115774445281294,0.0,0.0,0.0,0.0,0.0,0.02082136829270537,0.0,0.0,0.036808821056342665,0.06757398918821253,0.10378888513503215,0.08941941807894725,0.0,0.0,0.0,0.0,0.0,0.0,0.018398924909285422,0.0930126983695094,0.0845569985177358,0.04998570734175129,0.0,0.0,0.029596287899498374,0.2098175619221061,0.06786428192235733,0.0,0.0,0.008311762684291565,0.04998570734175129,0.22754340440950005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06408316935451641,0.0716803001561742,0.034596644301640715,0.008541678519801173,0.010300492682798423,0.0,0.027850423414784675,0.018684886094057072,0.0,0.01740995221996406,0.2669026185929388,0.017304176183069203,0.020737541407801416,0.0,0.01289937084858393,0.012829833357708726,0.0,0.0,0.0,0.011053584338320373,0.017310032563976983,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-6041c1c819538bef847a61603f4617bb2414537c9515ea9bd31fc4fb824512ff.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005718333393013787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03771262394869165,0.39267730465616907,0.3919421709270311,0.3703231107695799,0.5221543383503293,0.0025702669895278883,0.0,0.0,0.0,0.07137342868143616,0.004022760300470126,0.008557008477760603,0.0,0.0,0.007791383017105632,0.0005718333393013787,0.0,0.0,0.0,0.008473893239851076,0.005426135613539324,0.0,0.0,0.0,0.0075598759818832715,0.05390648906311094,0.010592306426377218,0.015466684781286225,0.0,0.05662361533380568,0.0022045585599677437,0.0,0.0,0.0061025194893616855,0.001001632148851406,0.001001632148851406,0.0,0.0,0.0,0.005258806597879914,0.000994169703744728,0.002009740403625214,0.0,0.0,0.003446036522644875,0.0,0.4353476630185388,0.0,0.0,0.0,0.0,0.0,0.0007834019438481696,0.0,0.0,0.0,0.0,0.0010613741963162733,0.0005122744388749746,0.14064254579969046,0.0006100798751705641,0.0,0.0,0.0016600088937796724,0.0,0.0020623210567041607,0.0005546725526198328,0.0015373434025140555,0.14198543666646649,0.0,0.007130730227635957,0.1423523947314857,0.0,0.0033464546974857363,0.005772351601119711,0.00458278908852581,0.13840773273571766,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-616435933cc3122cc969d455161c3f62278793bdc93ff9c6bfcaba63ad0447ec.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047112323095533775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009149698718418494,0.0,0.0005564962494168023,0.0,0.0011157543626263006,0.08030509582788264,0.0030380900486304792,0.004205242753701681,0.0,0.0,0.005587064691505923,0.00047112323095533775,0.0,0.0,0.016546574322532644,0.00884321894316578,0.0002709391394157387,0.004553328578644053,0.0,0.0,0.0035416654952255652,0.0,0.0,0.0,0.0,0.9964213784531669,0.0,0.0035229023791807155,0.0,0.00849930238931167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007841400252194815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043722358094060675,0.0,0.0022229807328576208,0.00016754462193613732,0.0,0.0007765823256619063,0.0,0.00014421127154449004,0.0,0.001218626044349493,0.0,0.002698483377096983,0.0,0.00013987811253916762,0.00236510906002141,0.0,0.0,0.00014411324067445386,0.0,0.00014077981272085261,0.0,0.0,0.0,0.0,0.0,0.0
../特徴量エンジニアリング用/customdataset/FFRI2017_report\ML.Attribute.HighConfidence-621c37be8d785a7e9509991635efa6ccdd16664d3ba595732123e79ee6b03a68.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002642563267465285,0.040517138535002134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026419270834963605,0.0033209683714364837,0.004309176514509024,0.0038070418935608804,0.2006072812674858,0.000154335390581047,0.0021901720926618268,0.0,0.002710625865920034,0.02067535477685638,0.00024155244755371755,0.0015144107198543806,0.0,0.0,0.001975344867907263,0.040517138535002134,0.0,0.0,0.013628438205414165,0.0029851192706278995,0.0011848005216767478,0.0006371658032990401,0.0013767216111908048,0.0026181702960618894,0.00128172328408763,0.0,0.0,0.005417529879540332,0.0,0.006277009287129395,0.0005295036006728756,0.00015405439707494344,0.0,0.0036643458938562853,0.0,0.0,0.0,0.0,0.0,0.0008420603499748365,0.0,0.0,0.0,0.0,0.0014188953328084705,0.0,0.0,0.0005898077798156248,0.001644847887565819,0.946850677480887,0.0015954472693075026,0.0010922625789416154,0.001505296008277703,0.0,0.0,0.0,0.0003038776135113181,0.001911952359134551,0.016487498263328782,0.006561648486488472,0.015825510657065358,0.027593268164001854,0.00011319825632591505,0.012891640096655733,0.017783686925241016,0.01882292669095811,0.01425501674029824,0.007384960253573784,0.0156944058040265,0.003296038992828302,0.00562744268619695,0.007422249869576191,0.016232145868268037,0.004018854032694152,0.005293667507907827,0.017139794337604413,0.23615245856390601,0.0,0.0,0.0,0.0,0.0019601242582016954,0.0
