,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,LABEL
Backdoor.Graybird-5508b64b67d9039955e8e78c7303205e0bf31f2fff2a412cc009217a3b843c42,T1F,4A3,078,9C6,3CB,381,485,A31,4F9,491,49C,257,B87,5C8,92B,ED8,135,5DF,C0A,4CF,BB9,782,9AA,3FE,1.0
Backdoor.Graybird-553ea1898739926e3c60643be9671a798abf142557d4b169cf15e8e5bdb907c4,T14,752,BA8,6C6,3CF,391,486,A31,8FD,491,468,247,B93,5C8,A27,ED8,175,5DF,80B,08F,FB6,BC1,999,3BA,1.0
Backdoor.Graybird-56d68b4fdc5c32b9c7b6eb0c20c22903b6db6bbdc85deeb1672b96b1053b7702,T1E,CF2,3E4,2E9,744,3A2,09F,720,4D5,011,D54,19E,335,B0C,A23,5EC,77F,A9C,C8B,4EE,E29,F96,9A9,3FB,1.0
Backdoor.Graybird-57ff8c60d243dfa0c50b38830b71d9935436c7681da9891396a9a5dd5cbc2596,T1B,0B2,1A8,3D6,7C9,243,44B,531,8F9,4B2,83D,257,79B,D48,262,9DC,236,5ED,80E,09F,BAE,FC3,56C,3A9,1.0
Backdoor.Graybird-598964da286937c1fb024677585b5d6fb4a214187a0bc61264871b41016b7f75,T13,F73,728,9D6,3CB,381,086,B30,4EA,491,5A8,243,B93,5CC,92B,ED4,535,5EF,807,4DF,BB5,B91,89E,3FE,1.0
Backdoor.Graybird-5a80a9d8a1cd9ff7dd8ded5152045cf323620251db85d71f355794d2e4c26c82,T1D,272,90C,2D6,7CE,392,087,531,8E9,4A2,958,287,797,58C,617,9DC,13A,5DD,80F,08F,B6D,BC3,8AC,3FA,1.0
Backdoor.Graybird-5c75303926f53f292fe5acf87d08293b2b626af5cc8c69501dec28f11fb03bce,T1F,603,8F4,1E6,3C9,352,097,330,8DB,8B3,A74,A87,362,21C,11B,5A4,53B,97D,40B,5EE,BA5,FD6,13A,3FE,1.0
Backdoor.Graybird-5cbab5b1edf3be8aba7f313ea0e50221e824a6cba2e40df2dae24cb8a7a8fafa,T1E,F13,B14,1E6,3C9,342,093,630,8D7,863,E34,687,763,64C,617,5E8,53B,9BD,80B,4AE,B69,FD6,139,3FE,1.0
Backdoor.Graybird-5e73532a8544c28bf2076391c5b7c0c39fa3ad1ba60441f722a4649aca25d20b,T12,4E2,814,2D9,7C9,3A2,09B,B30,8EA,461,958,2DA,352,A4C,913,5FC,277,99D,C0B,0CE,B64,FD2,579,3FF,1.0
Backdoor.Graybird-5e906a24c568f2c1132a8a0154207773b8c0ff6986ab56ceab00a8cfc9c2d5b6,T16,493,CE8,9D6,3CB,381,0C2,B30,4EA,491,5A8,743,B93,5CC,92B,ED4,535,5AF,807,4DF,BB5,B81,99E,3FA,1.0
Backdoor.Graybird-5fcb64cfd38ba0a62f85708679fde53986d09f5038c72f149819ecab6dc8507e,T12,343,8D4,2D9,2C8,393,05B,631,8DB,473,E38,2D6,721,B08,517,5A8,13B,9BD,80E,4ED,769,FE7,179,3EE,1.0
Backdoor.Graybird-60b1b1bee471d35c2e07afcaf3c8005576c2cb29eccec1ee68bf23cc76af078b,T11,503,A2C,1D9,3CA,692,0D6,631,8EB,4A1,D24,2C3,753,64C,613,9E8,63A,4DD,80B,58F,BA9,FC3,57D,3FA,1.0
Backdoor.Graybird-60d764cb2a5e9e67977f7d978aa66df908db656bba989d480f3b6ff68202e4e2,T19,AE2,324,2D9,789,3E1,0AB,E30,8DA,462,958,2DB,352,648,D13,5BC,17B,99D,C0B,0CE,B65,BC2,9B5,3FF,1.0
Backdoor.Graybird-61add8504bacaafb7dc19c8a24bde60b28dfcf574d101e5533c12d95895958e8,T16,A23,3F8,2D6,2C5,243,097,531,8FA,4B2,D39,283,B57,A48,753,9D8,236,5ED,80F,48F,BAD,FC3,56D,3BA,1.0
Backdoor.Graybird-61f39838e948a57120a57619fe6b93fb9c9b2a150636f0a3a1cb870b52b288e8,T15,F03,828,1D9,3CA,682,0D7,631,8EA,4A1,D24,3C3,753,64C,617,9E8,53B,9DE,80F,44F,BA9,FC2,56D,3FA,1.0
Backdoor.Graybird-61fb0d0c3ed4f269fb8497a0abfef6dc543c509650b2af81aabeb605fb11e7ac,T1D,182,494,2C9,649,3F2,1BF,F14,8D9,062,948,2FD,321,B48,D22,67D,27B,E64,C4A,0DD,924,BD6,9B5,3FF,1.0
Backdoor.Graybird-62a7401d04f88017eaf9a90cbe104e71cf86c982e930cdaa41f630cb40eeef87,T1F,F82,BA4,2C9,648,3F2,1BF,F14,8D9,462,948,2FD,361,B08,C23,57D,2BB,E64,C4A,0DD,A25,BD6,9B5,2FF,1.0
Backdoor.Graybird-63e2eb4bc7fc4ce5504efdadfe434d52ad8b3699d5670c575b0d6749eb9da2a1,T1B,303,708,2D5,2C5,243,097,631,8EA,4B2,D39,287,B57,A48,253,9E8,237,4ED,80F,49E,79E,FC3,57D,3FA,1.0
Backdoor.Graybird-65991ce74d589f9fe4d0cefbe5eda390986221c041faed595ca5b635a48460cb,T10,803,8E4,1E6,3C9,392,097,320,8DB,873,A74,A87,322,21C,117,5A4,93E,97D,80B,9FD,B65,FD6,17A,3FE,1.0
Backdoor.Graybird-65d264ba371d426165a67d137b3a7da59ee4c7d2f919832a3ab028825e0177be,T1D,D23,9E4,2C9,2C9,393,09B,A31,8EA,462,D28,2D7,712,B08,553,5BC,237,9AD,C0E,4DE,66D,FD3,579,3FE,1.0
Backdoor.Graybird-66786bb835a1674bc9295a67c584c9da1aff48441df00a21451727cf3b1e6a9e,T1C,913,5E4,2C5,2C5,393,09B,A30,8EA,462,D68,2D7,752,B08,613,5AC,237,9AD,C0F,0DE,B69,FD2,579,3FF,1.0
Backdoor.Graybird-66c23272f29f90036382aa571ce861ef2d542d96de626fda2ee58ae67bf5b9d6,T17,8B2,098,3D6,6C9,243,44B,531,CF9,4B2,83D,147,B9B,D48,766,9DD,236,5ED,80E,08F,BAE,BC3,46C,3A9,1.0
Backdoor.Graybird-66ef45fab44825af0fcd0f58e3ccab4792697337741dae14ea4faa1d4664e20d,T18,5F1,6E8,3D6,7CE,282,0C6,531,CF8,492,868,247,797,58C,617,DD8,679,5DE,80F,08F,B7D,BC2,9AC,3BA,1.0
Backdoor.Graybird-67425cd076901418623f3637faf1494475f22b93e177b42592d3330628cb1290,T16,F53,8E8,3C9,2C9,393,45B,631,8EA,472,D2C,297,756,B08,653,5E8,236,4ED,80E,4DE,7AD,FC3,578,3FA,1.0
Backdoor.Graybird-69c8069ecc84dde235d404175eb4bb9f290b5d1a4ea6e38ec5546db7e8297763,T17,933,5CC,9C6,3CB,382,485,A31,4F9,491,4AD,243,B97,5CD,96B,ED4,135,1DF,80B,4CF,BB9,782,89E,3BA,1.0
Backdoor.Graybird-6a098aa51cf1f256b4f7ba9a00f9dd694ce861af7631c2017787b649a3c9303e,T1C,E33,7E8,1E6,2C9,342,087,231,8EB,873,938,687,752,A5C,257,5D8,63A,5BD,80F,4EE,7AD,FD2,139,3FD,1.0
Backdoor.Graybird-6a7abfcf01608d31fd5666e4b92bd5e4a461b40fb54721d26ba40107a3707012,T1E,123,AF8,1E5,3C9,382,09B,330,8DB,863,A74,687,362,65C,117,5D4,93A,9BD,80B,4EE,B65,FD6,13A,3FE,1.0
Backdoor.Graybird-6acf73ce429b03da848243858022756272a351e5d0a2f668c20fa8454b22ace8,T14,143,9D4,2EA,3C9,342,487,231,8EB,873,D38,687,752,A18,257,5D8,537,5BD,80B,8EE,7AD,FD2,139,3F9,1.0
Backdoor.Graybird-6b70eac6c80bae3841169ad629bbb4f713f1f459d39f758be7868a807a6e9d7f,T1C,A43,9E8,2D6,3C9,243,04B,230,8EA,4B3,D38,687,752,A4C,266,598,537,9BD,80F,4AE,B6D,FD7,13D,3ED,1.0
Backdoor.Graybird-6c59c054dc3d17fd97cb3525e71853d608222e848f3e57dbd3adad8585231eec,T15,D63,3FC,9DA,3CB,381,086,A31,4F9,491,598,243,B97,5CD,A2B,ED4,135,5DF,80B,4CF,FB5,782,89A,3FA,1.0
Backdoor.Graybird-6cfb5586d80cc93044a1795e99640f6a849914656deec59bbe8118ff968eca77,T13,A13,5C4,1D9,289,3E2,0EB,B20,8DA,451,E54,2D7,752,A4C,913,5F8,63B,89D,C0B,0DE,B65,FC2,67A,3FF,1.0
Backdoor.Graybird-6d242d408bf0e3c49e088eb4cd4a939511c4ea60db11d94d96a7a7a39be70f9c,T17,573,8E4,2D5,2C9,393,09B,630,8DB,473,938,287,752,A48,613,5A8,637,9BD,80F,4EE,B6D,FD2,179,3FE,1.0
Backdoor.Graybird-6d321e528269b7a7e1f6436e1380c65a20f1d714ebc0026e0a99839dc1a501e4,T16,483,818,6C5,9C6,343,447,531,8B8,473,87A,16B,FEA,D84,7A6,9CD,221,0FA,90D,0CF,7AE,BE3,47D,26D,1.0
Backdoor.Graybird-6d34635438401f6c4f7794bc4f2c8c446f82edeb567f31a83cf3ae034ea773d1,T14,2C2,0A8,3DA,2C9,743,84A,132,8F9,4B2,C3D,147,79A,A58,253,8DD,236,1EE,40E,4DF,76E,BD3,57C,3A9,1.0
Backdoor.Graybird-6ee285070d1eef800260ba31817c3e7cec3985f0a6a2849a5dc74e445f878a15,T1D,7F2,0D4,2C4,78C,392,17F,711,4DD,443,64C,A7D,225,A28,932,6AC,276,DA8,C4F,1EE,B26,F8D,DB5,3EB,1.0
Backdoor.Graybird-6f9dc6c32999551acea67812a90d930ad72a1eb37dd2694c27e9a8adff7a3a9f,T14,633,8C8,2EA,3C9,342,48B,231,8EB,873,D38,687,752,618,257,5D4,536,5BD,80B,4EE,7AD,FD2,139,3FE,1.0
Backdoor.Graybird-71c886f2fd76eb9bd2bc630b058bd694391456685963926b6189fd07dca25a9e,T13,A33,3B8,2DA,2C9,243,447,531,8EA,4B2,D3D,283,B57,A48,257,9D8,137,5ED,80F,49F,BAE,FC3,56C,3B9,1.0
Backdoor.Graybird-725f4e4c108170d54ef93e14503fab7add7cc13b10df35ba8fe020f0dab88d2d,T14,B53,7C8,2C5,2C5,393,09B,630,8EA,472,D28,2D7,752,A48,653,5AC,237,9AD,C0F,4DE,B6D,FC3,579,3FA,1.0
Backdoor.Graybird-730ed728d5c30bbf322823b8d041c6e3c86249b31946b64b6568a1948cc8e6ed,T19,003,7C4,2C9,289,3E2,0AB,B30,8DA,461,E58,3D6,752,B4C,913,5BC,13B,D9D,C0B,4DE,A65,FC2,579,3FB,1.0
Backdoor.Graybird-739a860eb0dbc39fe915e0761f973180262e418e737f75ebbc4007fe1eaea473,T1B,913,4B8,2C6,6C9,243,447,531,8FA,4B2,D3D,247,B97,E48,756,9DC,236,5ED,80E,08F,BAE,BD3,46C,3B9,1.0
Backdoor.Graybird-757d5da46a1617a1b5a07c2d4c17ec72f6c946ab3ca540e8da0131504084de93,T1E,9F2,A3C,1D9,2CA,792,0D6,631,8EB,8A1,D24,3C3,753,64C,253,9E4,63A,4DD,80B,49F,BA9,FC2,57D,3FA,1.0
Backdoor.Graybird-759d25eb1e779c0cf9a1791494780efd719aef5f5a316dee827da31758678a77,T1F,FB2,1C8,3DA,6C9,343,44B,531,8F9,4B3,83D,147,79B,A48,752,8DD,236,1ED,80E,48F,BAE,BD3,56C,3A9,1.0
Backdoor.Graybird-764e8d67b8a22cd013f7d302251a249fe7c6c3c4a2d2acb9d1e5f88d557715a3,T16,5B2,098,3D6,6C9,243,44B,531,CF9,4B2,83D,147,B9B,D48,766,9DC,236,5ED,80E,08F,BAE,BC3,46C,3A9,1.0
Backdoor.Graybird-76c6fe9ca5a7a1b18fae029ae849431daf6bb211afe955222d5c778bf3472509,T14,D33,8C8,2EA,3C9,342,487,231,8EB,8B3,D38,287,752,A58,257,5D8,536,5FD,80B,4EE,76D,FD2,139,3F9,1.0
Backdoor.Graybird-79ebf2c2afd7a143d1833a4702c1dd0aa83e71d78c456649eb59051335c309de,T18,4C2,D44,2C9,649,3E2,0FB,F14,8CA,461,E54,2EA,311,B08,913,6B9,27B,D5D,C0B,4ED,A64,FC6,676,3FF,1.0
Backdoor.Graybird-7a94befd3a93c00b1ca28bd169792504aae64411f804665e0641305e801b215e,T1F,CB2,2A8,3D6,6C9,243,44B,531,8F9,4B2,93D,247,B97,E48,356,9DC,236,5ED,80E,08F,BAE,BC3,56C,3B9,1.0
Backdoor.Graybird-7c1334bb1b9e6b4730760f754ab9010783b7f29f821b02bf1478448ad59cf6df,T15,7D2,A2C,2EA,3CE,351,0C6,631,8E9,891,918,283,797,58D,717,DD8,639,5DE,80B,08F,BBD,FC2,96D,3B6,1.0
Backdoor.Graybird-7cdae407c0cbf514980c892b1c4495e999866aa3be4f6ebc6e482feecd8cfdea,T1C,C23,D08,1E5,3C9,382,097,330,8DB,863,E74,687,362,65C,117,5D4,93A,9BD,80B,4EE,B69,FD6,13A,3FE,1.0
Backdoor.Graybird-7d85ae8d40e1df6c39d67e97e16bbaa2a1aa6f8bcbec78dfc492de86ef57dc87,T1E,103,518,2D9,2C6,743,096,631,8FA,8A1,D38,283,757,A48,353,9D8,636,4DD,80F,49F,BAD,FC2,57D,3FA,1.0
Backdoor.Graybird-7d9aec70614646558761e1e9d7aaea88933ee32493d21395b322b04a438140bc,T17,723,8C4,1D5,389,3A2,0AB,B20,8DB,473,A64,6CA,322,708,517,5B8,53B,D7C,80B,4ED,B64,FE6,576,3FF,1.0
Backdoor.Graybird-813477cf47cbe8c132ebbd8bc358f8c03417de303cf35c71f5ab051cdae4724e,T15,623,6C4,1D5,389,392,0AB,B20,8DB,473,A64,6DA,322,708,817,5A8,53B,D7C,C0B,4ED,B64,FE6,576,3FF,1.0
Backdoor.Graybird-81819096e605e81210d610faa6bf8fb85c29c7418b86a6314d154d531cfd0c1e,T1F,383,968,2C5,AC4,343,44B,531,CB9,473,C3A,1AB,BAA,E04,7A2,49D,326,5F5,D4E,0DF,65E,EE3,07C,2AD,1.0
Backdoor.Graybird-82198faa9497d0ea97adae75c36085d9a604203cc0b853faa079881ea9f79ca8,T1D,E83,818,9D6,3CB,381,086,B30,4EA,491,5A8,243,B93,5CC,92B,ED4,535,5EF,807,4DF,BB5,B91,89E,3FE,1.0
Backdoor.Graybird-829996786890ae93f6bf998085dd695982bcf299bf215faed795aa37dbc490be,T14,D43,9E8,9C6,78B,3D1,096,F30,4E9,091,598,257,B93,5CC,D2B,EA8,176,59F,C0B,0CE,BB4,751,8AA,3FF,1.0
Backdoor.Graybird-83423cd8ce4f3caa1de47af0f9f15b5582728ea77bf70cfdf4ef7190035b612b,T1F,C12,618,3DB,3CE,291,4C7,531,CFC,892,828,147,797,588,A17,DE8,179,5ED,80B,08F,F6A,FC2,968,7B9,1.0
Backdoor.Graybird-8367e7bcdb92a165868cea32162a752a53fe5d15ceaa3674f817bab68caf2e48,T1D,172,5EC,2DA,3CE,242,097,531,8E9,4A2,918,247,797,58C,617,DD8,17A,5DD,80F,08F,BBD,BC3,9AD,3FA,1.0
Backdoor.Graybird-8422d4ab5d5079a5a7d9896892e0c3271aee157a1f54d7bc0dba7937c1e98f74,T1E,AB2,0B8,3D6,7C9,243,44B,531,8F9,4B3,83D,257,79B,D48,262,9D8,236,5ED,80F,09F,BAE,BC3,46D,3A9,1.0
Backdoor.Graybird-85ec05a6c1aa040abed43cef7e85100a0da06525f674231cde7ed92af582c824,T1E,092,3A8,1DA,3C9,792,0EA,721,8DD,891,E54,3C2,752,64C,513,9E4,63B,C8D,C0B,49F,BA6,FC5,63A,3FB,1.0
Backdoor.Graybird-861fb76c171296ca9ff2fc6e65fb4ef70adca3e8be932551485a48097ec54c0a,T19,A33,7F8,1E6,2C9,342,087,630,8EB,873,934,687,752,A4C,257,9D8,63A,5BD,80F,4AE,7AD,FD2,17D,3FD,1.0
Backdoor.Graybird-8670f570c5bc895583b54b34f673e9b6d727cc2a8c2a196f1fe5d7a542f71908,T1C,EA3,488,9D6,3CB,381,096,B30,4EA,491,598,347,B93,5CC,92B,ED4,536,59F,C07,0DE,FB4,B81,9AA,3FE,1.0
Backdoor.Graybird-8918ce36caf2732f3bfec79d19f8a096bce314c983cf02357466949b290681e2,T1A,8B3,264,2C5,AC4,343,44B,531,CBA,473,D3A,1AB,BAA,E08,391,59D,236,5F8,80E,4DF,75E,EE3,17D,2AD,1.0
Backdoor.Graybird-8923ffa1222f65f71c7c385d1cec6fde5720dbe5add154d279f4f359b631134a,T1B,CC2,418,2D6,7CA,282,087,531,8FA,4A2,D28,283,797,98C,757,9DC,577,5DD,80F,08F,F6D,BC2,86D,3B6,1.0
Backdoor.Graybird-89481ef77be1b32a0454fa76de2d79cec871effda0b9fd6c21861f3c572c3798,T1C,593,9E8,2C5,AC5,643,40B,032,CB9,477,C3B,2AB,BAA,E04,3D2,4DD,226,1F5,95D,49F,69F,EE3,17C,26D,1.0
Backdoor.Graybird-89b141aa860cddf3c6b0bec91bfca679ff5d8614135a0677e4c1caa7d37a9c89,T1E,003,AE8,1E6,3C9,382,097,630,8DB,873,E74,687,722,61C,117,5A4,53B,97D,80B,4EE,7A5,FE6,13A,3FE,1.0
Backdoor.Graybird-89fe5e86386ee8e977bf7bd47a2658eee37e28236ba8a8f9aefaba734141ff21,T13,B83,C48,5D6,3CB,381,096,B30,4E9,491,5A8,347,B93,5CC,92B,ED4,136,5AF,C07,0DE,BB4,B91,9AA,3FF,1.0
Backdoor.Graybird-8a46c3e1144d6c02853f92b643be99b44dee1f443eff59801c96216bbc5405d6,T1D,403,BF4,1E5,3C9,282,097,330,8DB,873,E34,687,763,65C,117,5A4,53B,9BD,80B,4AE,B69,FD6,13A,3FE,1.0
Backdoor.Graybird-8a970cb90dd3321d111d8fd2dd517e86bbf9c79b6a162cd6bb7cb5699edc4b5f,T16,6F1,6E8,3D6,7CE,282,0C6,531,CF8,492,868,247,797,58C,617,DD8,679,5DE,80F,08F,B7D,BC2,9AC,3BA,1.0
Backdoor.Graybird-8c4d358653ddf842f102fa6a1f87c59a3cc65557df4aaf113816f3a2680df216,T12,8F3,578,2C6,9C5,643,40B,131,CB9,477,C3A,16B,FAE,E44,3A1,89D,326,1F9,94E,49F,69F,EE3,07C,26D,1.0
Backdoor.Graybird-8c8a2ad65a9f2eb8690f5ec41bac47876a617432c8fa85fb0d81078fef9d4bf8,T12,413,A14,1D6,3C5,343,097,230,8EB,873,E34,687,762,A18,267,598,53A,9BD,80F,4EE,76D,FE6,139,3EE,1.0
Backdoor.Graybird-8c95f3c3819ad63d453d8792095390904dc501b5a8f5a70e5b5691d200110ef3,T17,733,4D8,2D6,2C5,243,087,531,8EA,4B2,D39,283,B57,A4C,257,9D8,237,5ED,80F,48F,BAE,FC3,56D,3B9,1.0
Backdoor.Graybird-8d4a784362ac2b3ddd42e1616c08f6805a5672ed39ea15714100a70b9e1fc842,T14,B43,7D4,2D5,2C9,393,09B,630,8DB,473,D38,286,762,B08,517,5A8,137,9BD,80F,4EE,B69,FE7,179,3EE,1.0
Backdoor.Graybird-8de2ca2818c65b69c510a8fe5bfa47608d63fbe23538ad51a6f5661c6daf222f,T1B,1F1,6E8,3D6,7CE,282,086,531,CE8,492,868,247,797,58C,617,DD8,679,5DE,80F,08F,B7D,BC2,9AC,3BA,1.0
Backdoor.Graybird-8ee8ed6292025a4830b430fbc42984c2b3fa30a7fd3aad6ef3f0abc1363bdea3,T1A,703,4C4,1D9,289,3E2,0EA,B20,8DA,491,E54,2D7,352,B4C,913,5F8,63B,99D,C0B,0DE,B65,FC2,679,3FF,1.0
Backdoor.Graybird-8f1081cf86782cc1b1577cb67497d6fb854f20cb6515dd8a14b564d43c6752a0,T1B,DA3,1B8,9D6,3CB,381,086,A30,4F9,491,5A8,243,B97,5CC,92B,ED4,535,5DF,80B,4DF,BB9,B81,89E,3FE,1.0
Backdoor.Graybird-8f119cfb976e3b606d5a14c8223f6ff7efcb22ec1491da008b081e11f5ff9dac,T12,323,6E8,1E6,3C9,342,087,231,8EB,873,938,687,752,A4C,257,9D8,636,5BD,80B,4AE,7AD,FD6,13D,3FD,1.0
Backdoor.Graybird-92310a91c8e822e825dee87224b6f400b7a40024d44aaee44575c08311d922a5,T17,093,978,2C6,AC5,353,40B,531,CB9,473,C3A,1AB,BAE,E04,3A1,49D,326,5F5,94E,0DF,65E,EE3,17C,2AD,1.0
Backdoor.Graybird-9289f437e7f7c37d9dcee484de2c1850637fd0feb549e31a2aaac1400dec6b1c,T1E,CD2,2B8,3DA,6C9,743,84B,532,8FA,4B3,C3D,143,75A,A54,253,8D9,236,1EE,80E,48F,76E,BD3,57C,3A9,1.0
Backdoor.Graybird-935ef5a37611172206877fbd8823614c947a21b71e8a8ca746a1299e1d3357ed,T10,BB2,1A8,3D6,6C9,243,44B,531,8F9,4B2,83D,257,797,D48,262,9DC,236,5ED,80F,09F,BAE,BC3,46D,3A9,1.0
Backdoor.Graybird-93a713200100c3ae76e3985038dd5466151583924da3469fa71387d3af298ac2,T1D,A12,6F8,3DB,3CE,291,4C7,531,CFD,892,828,147,797,588,A17,DE8,179,5ED,80B,08F,F6A,FC2,968,7B9,1.0
Backdoor.Graybird-945eb21ef074656d9a1a86747c9d7b5d15f29a567fa27fef01fb2737e576ad03,T18,0E2,818,1D9,2CA,693,0D6,631,8EB,4A1,D24,2C3,753,64C,603,9E4,63B,89D,80F,48F,BA9,FC3,57D,3FA,1.0
Backdoor.Graybird-94623d56ca044b70fe15d88621894fcd59eafe180da385d9d9305186f7f4b86b,T18,F52,9FC,2DA,3CE,391,0D6,531,CE9,491,958,243,797,58C,A17,DD8,639,5DE,80B,08F,FBE,BC2,9AC,3B6,1.0
Backdoor.Graybird-946b3de2c3b514a6c2efe10f2b71f28ee63a9b6730a24a7eba83aa0cf5c5341d,T1B,103,5EC,2DA,3CE,252,097,531,8F9,4E2,918,287,797,58C,617,9D8,17A,5DD,80F,08F,FBD,BC2,9AC,3B6,1.0
Backdoor.Graybird-95d4ffb8d58ae1108f465097fc357a901f9e00da85ec8d3adecb017be08edc7a,T1F,CE2,804,2D9,789,3E2,09B,B30,8DA,452,958,2DA,352,A4C,913,5EC,277,99C,C0F,0DE,B64,FD2,579,3FF,1.0
Backdoor.Graybird-963cd338182a57b18f2a85b8a36f5617a8c91fda7f68627cab80fad0a8e08c45,T19,F45,47C,987,0D0,5A2,06E,DA3,A9B,5B0,9F4,3E9,F5D,BCC,12B,7B4,321,6BC,EFB,40F,4C9,589,2D6,191,1.0
Backdoor.Graybird-967456f14643ad8f8bab3ed0b5468ff69704502ae64b5c37f66d43eb71ee5909,T16,663,8B8,2DA,3C9,343,44B,231,8EA,8B3,D38,287,756,A58,257,4D8,536,5ED,80E,4AF,76E,FD3,139,3F9,1.0
Backdoor.Graybird-97d6d5d2bfd16a21b6b02bc9bb883dbcd437d0a71f34eebe95d8419a8b80eb89,T1A,023,9E4,1E6,3C9,382,087,730,8DB,863,E34,687,752,65C,217,5E4,93B,9BD,80B,4AE,B69,FD6,139,3FE,1.0
Backdoor.Graybird-98970c86f23de51867088ebeda57ac2ea32d14ce4aea3b1ce33d30f7482a6448,T14,723,C18,1EA,3C9,342,0C7,730,8DB,863,A34,687,753,54C,117,9E4,A3A,5BD,807,4AE,BA9,FD2,579,3FE,1.0
Backdoor.Graybird-9a3a9d7c1d351acf199e6bd2b341f60fee80d72b2775e0cb823397a501994860,T1D,963,AE8,2DA,2C9,343,447,231,8EB,873,D38,287,756,A18,257,9E8,536,5FD,80A,4EE,7AD,FD3,139,3F9,1.0
Backdoor.Graybird-9aa73f468e17862621a2fad53b9d4d7b2e739f4529ca0271244b5306e4eab8d6,T13,FF2,8D4,3C9,6C8,393,45F,A31,8E9,472,D2C,1AB,355,B08,913,5AD,237,9E9,C0E,0DE,A6D,BD3,578,3EE,1.0
Backdoor.Graybird-9b214aadee23c6591c9ff73d0f579e35b8b2dee1b7ab8e5cfbd75a5a21bb885a,T1F,572,DFC,2D9,3CA,382,09B,531,8ED,492,958,257,353,58C,627,DD8,179,9DD,80B,08F,B7A,FC2,879,3FB,1.0
Backdoor.Graybird-9c1495b62ed7d9ed9e1c812aed748f99a5fb67d1a2ec3fdc92d72e2cee7a387d,T1E,7F1,7F8,3D6,7CE,292,0C6,531,CF9,492,868,243,797,58C,617,DD8,679,5DE,80F,08F,B7D,BC2,9AC,3BA,1.0
Backdoor.Graybird-9e2df649e165d2c1d71aecc2e127fc76d8d47d0d81a89c163eae69820d37bf20,T1F,C73,458,5C6,3CB,3D1,086,A30,4E9,0A2,5AC,357,B93,5CC,92B,E94,135,5AF,C07,4DE,BB5,791,8AA,3FF,1.0
Backdoor.Graybird-9fb2b93a16534f2ee2ca6ae8290af116472da4351149a234accca893dba2a0f2,T1A,B13,A08,1E9,3C9,342,087,730,8DB,863,E34,687,752,65C,117,5E4,93A,9BD,80B,4EE,7A9,FD6,13A,3FE,1.0
Backdoor.Graybird-a035a8b8a7aacc5376be19dc3391fd2a77015718b8cf24d78052ac937b1728a7,T19,C82,2B8,2DA,2CA,693,0E5,761,CDA,CD0,E64,3C3,752,64C,503,9F4,63E,8DE,817,45E,B99,FC1,63A,3FA,1.0
Backdoor.Graybird-a0498a02cb192000d067d4f36547b86cb08637ee7a481600e910092c19a9ce9f,T10,A92,9A4,2C9,648,3F2,1BF,F14,8D9,462,948,2FD,361,B08,C13,67D,2BB,E64,C4A,0DD,A25,BD6,9B5,2FF,1.0
Backdoor.Graybird-a0a04c1fabf634b2f915f759027d71530989359d81650c39616c53fd5ebed357,T16,0A3,478,9C6,3CB,381,096,B30,4ED,092,598,747,B93,5DC,92B,E94,136,59F,C07,4DE,BB1,B85,8AA,3FF,1.0
Backdoor.Graybird-a1fd6d8666fb7b058edc88955c022b3e35e36da23edbd184264ef39fa45805eb,T1F,872,674,2C9,649,3F2,1BF,F14,8D9,062,948,2FD,321,B48,D22,67D,27B,E64,C4A,0DD,924,BD6,9B5,3FF,1.0
Backdoor.Graybird-a221b13a700b9045f22cd0d311320249d702dc9c524a63c481ef897d8c942ff6,T19,B43,B18,2C6,9C5,243,44B,431,CB9,877,83A,16B,FAA,D44,3A1,9CD,326,1F9,94E,09F,79F,EE3,47C,26D,1.0
Backdoor.Graybird-a227a623250f4c7c092fe77a5c045c32ad70c823e62f7bb33aa5ac1f008f1495,T1E,B72,4EC,2DA,3CE,242,097,531,8F9,4E2,D68,247,797,58C,617,9D8,17A,5ED,40F,08F,BAD,BC3,9AC,3B6,1.0
Backdoor.Graybird-a4492c845667ef93abaf271159c99086b3859c054a659175e868d70abdfff9b5,T19,FD2,298,3DA,6C9,343,84B,532,8FA,4B2,C3D,147,75A,A54,253,8D9,236,1EE,80E,4CF,76E,BD3,57C,3A9,1.0
Backdoor.Graybird-a76cec89ebfc66826a15c42805bf44594a8a6b253ddd6604640b3266f35cae11,T1A,412,5F8,3DB,3CE,291,4C7,531,CFC,892,828,247,797,548,A17,DE8,179,5ED,80B,08F,F6A,FC2,968,7B9,1.0
Backdoor.Graybird-a7a720a29e06215ed50f840a8d18f38825bfbbd4a42e07559b96d2f697bb9790,T11,FA2,218,5C6,38B,3D2,0D5,635,8ED,0E0,999,383,B93,3CC,467,D94,036,49F,80A,59E,BB5,7C6,6BB,3EB,1.0
Backdoor.Graybird-a7f764ea4a46e90e7099c57efc98ae694eaa367fdcac8d476fe4909a28f6f93e,T1A,553,BE8,9DA,2CB,781,0D5,B30,4ED,491,998,283,B83,5CD,92B,ED4,635,4DF,807,48F,BF5,B81,99E,3FA,1.0
Backdoor.Graybird-a9b74966b43fc58513bdebe3503b486e27223be89656081715866bd929bcb6c1,T19,A72,5EC,2DA,3CE,242,087,531,8F9,4E2,958,247,797,58C,617,9D8,17A,5DD,80F,08F,BAD,BC3,9AD,3FA,1.0
