,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,LABEL
Backdoor.Graybird-4fa0fe574b88526a330dea8e92ead1925846131a452b09c7a42eeee07e2be5c5,T1,54,53,C5,89,C6,38,B3,D1,0D,5B,30,4E,94,91,59,82,97,B9,36,CC,92,BE,E4,13,65,9F,C0,70,DE,BB,47,41,9A,A3,FF,1.0
Backdoor.Graybird-4fb50e21fca67a80c0600b322ca12170a8283b4b04073cc330aefa42e3f01cb1,T1,5C,23,5D,42,C9,6C,53,93,0A,BA,31,8E,A4,62,D6,82,D7,75,2B,08,51,35,AC,23,78,AD,C0,F4,DE,A5,9F,C3,57,93,FF,1.0
Backdoor.Graybird-50d21079164fd8e7d563e365422688728379b15b4239beb025e4109a16f4f758,T1,91,E2,4D,83,DA,2C,97,43,44,A5,32,8F,A8,A2,83,D1,47,75,6A,49,35,38,D8,23,61,EE,80,E4,DF,76,EF,D3,57,C3,B9,1.0
Backdoor.Graybird-51500e8ba9a95263700256b5b7b75c162508a80b3de7f0eb946ecacf98d78ff7,T1,09,E2,CF,81,E6,3C,93,82,08,72,31,4D,B4,73,A3,4A,47,36,31,5C,16,B9,98,83,6A,7D,40,B5,EE,BB,9F,E6,47,53,FE,1.0
Backdoor.Graybird-51faade6c8030b7f7b359977e1d699538610f96747fa89f8a1b0ea49926cdd36,T1,47,03,AF,41,F6,3C,93,42,0D,77,30,8D,B8,63,A7,06,87,76,26,5C,11,75,E4,A3,A9,BD,80,B4,AE,B6,8F,D5,13,A3,FE,1.0
Backdoor.Graybird-523152dee0737aae6b8210fb53d9ae9b2bf6be10a89e399cf1b0a193972f282f,T1,F5,33,6C,C9,C6,3C,B3,82,48,5A,31,4F,94,91,4A,D2,43,B9,75,C9,96,BE,D4,13,51,DF,80,B4,CF,BB,97,82,89,E3,FA,1.0
Backdoor.Graybird-5266d90616b279757b5839b40696798dbe68c783582ecadb11cac439583b6212,T1,4B,33,9F,81,E9,3C,93,43,08,B2,31,8E,B8,73,93,86,87,75,2A,58,25,75,D4,63,65,BD,80,B4,EE,7A,DF,D2,13,93,FE,1.0
Backdoor.Graybird-53078f85f6b3651de46b7551e7f032e1734e80f6c89faf69560b2b92a5a94747,T1,BC,33,C1,81,E9,3C,93,42,0C,77,30,8D,B8,63,A3,46,87,75,36,4C,11,79,E4,93,A9,BD,80,74,AE,BA,9F,D2,57,93,FE,1.0
Backdoor.Graybird-53ee4a2152057901cd94a7f4d548f02a3937cdf4186d27a33f991382b93cb631,T1,F7,53,9E,82,D6,2C,93,43,08,72,31,8E,B8,73,93,82,87,75,6A,48,25,79,D8,63,65,BD,80,F4,9E,7A,DF,D2,17,D3,FE,1.0
Backdoor.Graybird-540e9c189e9d37ffb217e7a0dc732fffef53c3efd3d0317f44bc3bc05b69fe28,T1,5D,73,40,84,D6,3C,B3,D1,0D,6B,20,4E,A4,91,59,83,47,B9,35,CC,82,BE,94,13,69,9F,C0,70,DE,BB,4B,95,9A,A3,FF,1.0
Backdoor.Graybird-54aa30e8c4b561710cadfa1b08bec3380375ff52f9b9485c946e177499b90e93,T1,88,72,70,C2,DA,3C,E2,52,08,75,31,8F,A4,A2,91,82,43,79,75,8C,61,79,D8,17,A5,DE,40,F1,8F,BB,9B,C3,9A,D3,F6,1.0
Backdoor.Graybird-54c2b04305bbaf46d7fa1fc9901bfc4cc51b632f8ff0004fca5c9d0d34a43e88,T1,E3,23,7D,81,D6,3C,52,43,08,72,31,8E,B8,73,D3,86,87,76,2A,58,25,75,98,53,B9,BD,80,F4,AE,BA,DF,D3,13,93,ED,1.0
Backdoor.Graybird-5508b64b67d9039955e8e78c7303205e0bf31f2fff2a412cc009217a3b843c42,T1,F4,A3,07,89,C6,3C,B3,81,48,5A,31,4F,94,91,49,C2,57,B8,75,C8,92,BE,D8,13,55,DF,C0,A4,CF,BB,97,82,9A,A3,FE,1.0
Backdoor.Graybird-553ea1898739926e3c60643be9671a798abf142557d4b169cf15e8e5bdb907c4,T1,47,52,BA,86,C6,3C,F3,91,48,6A,31,8F,D4,91,46,82,47,B9,35,C8,A2,7E,D8,17,55,DF,80,B0,8F,FB,6B,C1,99,93,BA,1.0
Backdoor.Graybird-56d68b4fdc5c32b9c7b6eb0c20c22903b6db6bbdc85deeb1672b96b1053b7702,T1,EC,F2,3E,42,E9,74,43,A2,09,F7,20,4D,50,11,D5,41,9E,33,5B,0C,A2,35,EC,77,FA,9C,C8,B4,EE,E2,9F,96,9A,93,FB,1.0
Backdoor.Graybird-57ff8c60d243dfa0c50b38830b71d9935436c7681da9891396a9a5dd5cbc2596,T1,B0,B2,1A,83,D6,7C,92,43,44,B5,31,8F,94,B2,83,D2,57,79,BD,48,26,29,DC,23,65,ED,80,E0,9F,BA,EF,C3,56,C3,A9,1.0
Backdoor.Graybird-598964da286937c1fb024677585b5d6fb4a214187a0bc61264871b41016b7f75,T1,3F,73,72,89,D6,3C,B3,81,08,6B,30,4E,A4,91,5A,82,43,B9,35,CC,92,BE,D4,53,55,EF,80,74,DF,BB,5B,91,89,E3,FE,1.0
Backdoor.Graybird-5a80a9d8a1cd9ff7dd8ded5152045cf323620251db85d71f355794d2e4c26c82,T1,D2,72,90,C2,D6,7C,E3,92,08,75,31,8E,94,A2,95,82,87,79,75,8C,61,79,DC,13,A5,DD,80,F0,8F,B6,DB,C3,8A,C3,FA,1.0
Backdoor.Graybird-5c75303926f53f292fe5acf87d08293b2b626af5cc8c69501dec28f11fb03bce,T1,F6,03,8F,41,E6,3C,93,52,09,73,30,8D,B8,B3,A7,4A,87,36,22,1C,11,B5,A4,53,B9,7D,40,B5,EE,BA,5F,D6,13,A3,FE,1.0
Backdoor.Graybird-5cbab5b1edf3be8aba7f313ea0e50221e824a6cba2e40df2dae24cb8a7a8fafa,T1,EF,13,B1,41,E6,3C,93,42,09,36,30,8D,78,63,E3,46,87,76,36,4C,61,75,E8,53,B9,BD,80,B4,AE,B6,9F,D6,13,93,FE,1.0
Backdoor.Graybird-5e73532a8544c28bf2076391c5b7c0c39fa3ad1ba60441f722a4649aca25d20b,T1,24,E2,81,42,D9,7C,93,A2,09,BB,30,8E,A4,61,95,82,DA,35,2A,4C,91,35,FC,27,79,9D,C0,B0,CE,B6,4F,D2,57,93,FF,1.0
Backdoor.Graybird-5e906a24c568f2c1132a8a0154207773b8c0ff6986ab56ceab00a8cfc9c2d5b6,T1,64,93,CE,89,D6,3C,B3,81,0C,2B,30,4E,A4,91,5A,87,43,B9,35,CC,92,BE,D4,53,55,AF,80,74,DF,BB,5B,81,99,E3,FA,1.0
Backdoor.Graybird-5fcb64cfd38ba0a62f85708679fde53986d09f5038c72f149819ecab6dc8507e,T1,23,43,8D,42,D9,2C,83,93,05,B6,31,8D,B4,73,E3,82,D6,72,1B,08,51,75,A8,13,B9,BD,80,E4,ED,76,9F,E7,17,93,EE,1.0
Backdoor.Graybird-60b1b1bee471d35c2e07afcaf3c8005576c2cb29eccec1ee68bf23cc76af078b,T1,15,03,A2,C1,D9,3C,A6,92,0D,66,31,8E,B4,A1,D2,42,C3,75,36,4C,61,39,E8,63,A4,DD,80,B5,8F,BA,9F,C3,57,D3,FA,1.0
Backdoor.Graybird-60d764cb2a5e9e67977f7d978aa66df908db656bba989d480f3b6ff68202e4e2,T1,9A,E2,32,42,D9,78,93,E1,0A,BE,30,8D,A4,62,95,82,DB,35,26,48,D1,35,BC,17,B9,9D,C0,B0,CE,B6,5B,C2,9B,53,FF,1.0
Backdoor.Graybird-61add8504bacaafb7dc19c8a24bde60b28dfcf574d101e5533c12d95895958e8,T1,6A,23,3F,82,D6,2C,52,43,09,75,31,8F,A4,B2,D3,92,83,B5,7A,48,75,39,D8,23,65,ED,80,F4,8F,BA,DF,C3,56,D3,BA,1.0
Backdoor.Graybird-61f39838e948a57120a57619fe6b93fb9c9b2a150636f0a3a1cb870b52b288e8,T1,5F,03,82,81,D9,3C,A6,82,0D,76,31,8E,A4,A1,D2,43,C3,75,36,4C,61,79,E8,53,B9,DE,80,F4,4F,BA,9F,C2,56,D3,FA,1.0
Backdoor.Graybird-61fb0d0c3ed4f269fb8497a0abfef6dc543c509650b2af81aabeb605fb11e7ac,T1,D1,82,49,42,C9,64,93,F2,1B,FF,14,8D,90,62,94,82,FD,32,1B,48,D2,26,7D,27,BE,64,C4,A0,DD,92,4B,D6,9B,53,FF,1.0
Backdoor.Graybird-62a7401d04f88017eaf9a90cbe104e71cf86c982e930cdaa41f630cb40eeef87,T1,FF,82,BA,42,C9,64,83,F2,1B,FF,14,8D,94,62,94,82,FD,36,1B,08,C2,35,7D,2B,BE,64,C4,A0,DD,A2,5B,D6,9B,52,FF,1.0
Backdoor.Graybird-63e2eb4bc7fc4ce5504efdadfe434d52ad8b3699d5670c575b0d6749eb9da2a1,T1,B3,03,70,82,D5,2C,52,43,09,76,31,8E,A4,B2,D3,92,87,B5,7A,48,25,39,E8,23,74,ED,80,F4,9E,79,EF,C3,57,D3,FA,1.0
Backdoor.Graybird-65991ce74d589f9fe4d0cefbe5eda390986221c041faed595ca5b635a48460cb,T1,08,03,8E,41,E6,3C,93,92,09,73,20,8D,B8,73,A7,4A,87,32,22,1C,11,75,A4,93,E9,7D,80,B9,FD,B6,5F,D6,17,A3,FE,1.0
Backdoor.Graybird-65d264ba371d426165a67d137b3a7da59ee4c7d2f919832a3ab028825e0177be,T1,DD,23,9E,42,C9,2C,93,93,09,BA,31,8E,A4,62,D2,82,D7,71,2B,08,55,35,BC,23,79,AD,C0,E4,DE,66,DF,D3,57,93,FE,1.0
Backdoor.Graybird-66786bb835a1674bc9295a67c584c9da1aff48441df00a21451727cf3b1e6a9e,T1,C9,13,5E,42,C5,2C,53,93,09,BA,30,8E,A4,62,D6,82,D7,75,2B,08,61,35,AC,23,79,AD,C0,F0,DE,B6,9F,D2,57,93,FF,1.0
Backdoor.Graybird-66c23272f29f90036382aa571ce861ef2d542d96de626fda2ee58ae67bf5b9d6,T1,78,B2,09,83,D6,6C,92,43,44,B5,31,CF,94,B2,83,D1,47,B9,BD,48,76,69,DD,23,65,ED,80,E0,8F,BA,EB,C3,46,C3,A9,1.0
Backdoor.Graybird-66ef45fab44825af0fcd0f58e3ccab4792697337741dae14ea4faa1d4664e20d,T1,85,F1,6E,83,D6,7C,E2,82,0C,65,31,CF,84,92,86,82,47,79,75,8C,61,7D,D8,67,95,DE,80,F0,8F,B7,DB,C2,9A,C3,BA,1.0
Backdoor.Graybird-67425cd076901418623f3637faf1494475f22b93e177b42592d3330628cb1290,T1,6F,53,8E,83,C9,2C,93,93,45,B6,31,8E,A4,72,D2,C2,97,75,6B,08,65,35,E8,23,64,ED,80,E4,DE,7A,DF,C3,57,83,FA,1.0
Backdoor.Graybird-69c8069ecc84dde235d404175eb4bb9f290b5d1a4ea6e38ec5546db7e8297763,T1,79,33,5C,C9,C6,3C,B3,82,48,5A,31,4F,94,91,4A,D2,43,B9,75,CD,96,BE,D4,13,51,DF,80,B4,CF,BB,97,82,89,E3,BA,1.0
Backdoor.Graybird-6a098aa51cf1f256b4f7ba9a00f9dd694ce861af7631c2017787b649a3c9303e,T1,CE,33,7E,81,E6,2C,93,42,08,72,31,8E,B8,73,93,86,87,75,2A,5C,25,75,D8,63,A5,BD,80,F4,EE,7A,DF,D2,13,93,FD,1.0
Backdoor.Graybird-6a7abfcf01608d31fd5666e4b92bd5e4a461b40fb54721d26ba40107a3707012,T1,E1,23,AF,81,E5,3C,93,82,09,B3,30,8D,B8,63,A7,46,87,36,26,5C,11,75,D4,93,A9,BD,80,B4,EE,B6,5F,D6,13,A3,FE,1.0
Backdoor.Graybird-6acf73ce429b03da848243858022756272a351e5d0a2f668c20fa8454b22ace8,T1,41,43,9D,42,EA,3C,93,42,48,72,31,8E,B8,73,D3,86,87,75,2A,18,25,75,D8,53,75,BD,80,B8,EE,7A,DF,D2,13,93,F9,1.0
Backdoor.Graybird-6b70eac6c80bae3841169ad629bbb4f713f1f459d39f758be7868a807a6e9d7f,T1,CA,43,9E,82,D6,3C,92,43,04,B2,30,8E,A4,B3,D3,86,87,75,2A,4C,26,65,98,53,79,BD,80,F4,AE,B6,DF,D7,13,D3,ED,1.0
Backdoor.Graybird-6c59c054dc3d17fd97cb3525e71853d608222e848f3e57dbd3adad8585231eec,T1,5D,63,3F,C9,DA,3C,B3,81,08,6A,31,4F,94,91,59,82,43,B9,75,CD,A2,BE,D4,13,55,DF,80,B4,CF,FB,57,82,89,A3,FA,1.0
Backdoor.Graybird-6cfb5586d80cc93044a1795e99640f6a849914656deec59bbe8118ff968eca77,T1,3A,13,5C,41,D9,28,93,E2,0E,BB,20,8D,A4,51,E5,42,D7,75,2A,4C,91,35,F8,63,B8,9D,C0,B0,DE,B6,5F,C2,67,A3,FF,1.0
Backdoor.Graybird-6d242d408bf0e3c49e088eb4cd4a939511c4ea60db11d94d96a7a7a39be70f9c,T1,75,73,8E,42,D5,2C,93,93,09,B6,30,8D,B4,73,93,82,87,75,2A,48,61,35,A8,63,79,BD,80,F4,EE,B6,DF,D2,17,93,FE,1.0
Backdoor.Graybird-6d321e528269b7a7e1f6436e1380c65a20f1d714ebc0026e0a99839dc1a501e4,T1,64,83,81,86,C5,9C,63,43,44,75,31,8B,84,73,87,A1,6B,FE,AD,84,7A,69,CD,22,10,FA,90,D0,CF,7A,EB,E3,47,D2,6D,1.0
Backdoor.Graybird-6d34635438401f6c4f7794bc4f2c8c446f82edeb567f31a83cf3ae034ea773d1,T1,42,C2,0A,83,DA,2C,97,43,84,A1,32,8F,94,B2,C3,D1,47,79,AA,58,25,38,DD,23,61,EE,40,E4,DF,76,EB,D3,57,C3,A9,1.0
Backdoor.Graybird-6ee285070d1eef800260ba31817c3e7cec3985f0a6a2849a5dc74e445f878a15,T1,D7,F2,0D,42,C4,78,C3,92,17,F7,11,4D,D4,43,64,CA,7D,22,5A,28,93,26,AC,27,6D,A8,C4,F1,EE,B2,6F,8D,DB,53,EB,1.0
Backdoor.Graybird-6f9dc6c32999551acea67812a90d930ad72a1eb37dd2694c27e9a8adff7a3a9f,T1,46,33,8C,82,EA,3C,93,42,48,B2,31,8E,B8,73,D3,86,87,75,26,18,25,75,D4,53,65,BD,80,B4,EE,7A,DF,D2,13,93,FE,1.0
Backdoor.Graybird-71c886f2fd76eb9bd2bc630b058bd694391456685963926b6189fd07dca25a9e,T1,3A,33,3B,82,DA,2C,92,43,44,75,31,8E,A4,B2,D3,D2,83,B5,7A,48,25,79,D8,13,75,ED,80,F4,9F,BA,EF,C3,56,C3,B9,1.0
Backdoor.Graybird-725f4e4c108170d54ef93e14503fab7add7cc13b10df35ba8fe020f0dab88d2d,T1,4B,53,7C,82,C5,2C,53,93,09,B6,30,8E,A4,72,D2,82,D7,75,2A,48,65,35,AC,23,79,AD,C0,F4,DE,B6,DF,C3,57,93,FA,1.0
Backdoor.Graybird-730ed728d5c30bbf322823b8d041c6e3c86249b31946b64b6568a1948cc8e6ed,T1,90,03,7C,42,C9,28,93,E2,0A,BB,30,8D,A4,61,E5,83,D6,75,2B,4C,91,35,BC,13,BD,9D,C0,B4,DE,A6,5F,C2,57,93,FB,1.0
Backdoor.Graybird-739a860eb0dbc39fe915e0761f973180262e418e737f75ebbc4007fe1eaea473,T1,B9,13,4B,82,C6,6C,92,43,44,75,31,8F,A4,B2,D3,D2,47,B9,7E,48,75,69,DC,23,65,ED,80,E0,8F,BA,EB,D3,46,C3,B9,1.0
Backdoor.Graybird-757d5da46a1617a1b5a07c2d4c17ec72f6c946ab3ca540e8da0131504084de93,T1,E9,F2,A3,C1,D9,2C,A7,92,0D,66,31,8E,B8,A1,D2,43,C3,75,36,4C,25,39,E4,63,A4,DD,80,B4,9F,BA,9F,C2,57,D3,FA,1.0
Backdoor.Graybird-759d25eb1e779c0cf9a1791494780efd719aef5f5a316dee827da31758678a77,T1,FF,B2,1C,83,DA,6C,93,43,44,B5,31,8F,94,B3,83,D1,47,79,BA,48,75,28,DD,23,61,ED,80,E4,8F,BA,EB,D3,56,C3,A9,1.0
Backdoor.Graybird-764e8d67b8a22cd013f7d302251a249fe7c6c3c4a2d2acb9d1e5f88d557715a3,T1,65,B2,09,83,D6,6C,92,43,44,B5,31,CF,94,B2,83,D1,47,B9,BD,48,76,69,DC,23,65,ED,80,E0,8F,BA,EB,C3,46,C3,A9,1.0
Backdoor.Graybird-76c6fe9ca5a7a1b18fae029ae849431daf6bb211afe955222d5c778bf3472509,T1,4D,33,8C,82,EA,3C,93,42,48,72,31,8E,B8,B3,D3,82,87,75,2A,58,25,75,D8,53,65,FD,80,B4,EE,76,DF,D2,13,93,F9,1.0
Backdoor.Graybird-79ebf2c2afd7a143d1833a4702c1dd0aa83e71d78c456649eb59051335c309de,T1,84,C2,D4,42,C9,64,93,E2,0F,BF,14,8C,A4,61,E5,42,EA,31,1B,08,91,36,B9,27,BD,5D,C0,B4,ED,A6,4F,C6,67,63,FF,1.0
Backdoor.Graybird-7a94befd3a93c00b1ca28bd169792504aae64411f804665e0641305e801b215e,T1,FC,B2,2A,83,D6,6C,92,43,44,B5,31,8F,94,B2,93,D2,47,B9,7E,48,35,69,DC,23,65,ED,80,E0,8F,BA,EB,C3,56,C3,B9,1.0
Backdoor.Graybird-7c1334bb1b9e6b4730760f754ab9010783b7f29f821b02bf1478448ad59cf6df,T1,57,D2,A2,C2,EA,3C,E3,51,0C,66,31,8E,98,91,91,82,83,79,75,8D,71,7D,D8,63,95,DE,80,B0,8F,BB,DF,C2,96,D3,B6,1.0
Backdoor.Graybird-7cdae407c0cbf514980c892b1c4495e999866aa3be4f6ebc6e482feecd8cfdea,T1,CC,23,D0,81,E5,3C,93,82,09,73,30,8D,B8,63,E7,46,87,36,26,5C,11,75,D4,93,A9,BD,80,B4,EE,B6,9F,D6,13,A3,FE,1.0
Backdoor.Graybird-7d85ae8d40e1df6c39d67e97e16bbaa2a1aa6f8bcbec78dfc492de86ef57dc87,T1,E1,03,51,82,D9,2C,67,43,09,66,31,8F,A8,A1,D3,82,83,75,7A,48,35,39,D8,63,64,DD,80,F4,9F,BA,DF,C2,57,D3,FA,1.0
Backdoor.Graybird-7d9aec70614646558761e1e9d7aaea88933ee32493d21395b322b04a438140bc,T1,77,23,8C,41,D5,38,93,A2,0A,BB,20,8D,B4,73,A6,46,CA,32,27,08,51,75,B8,53,BD,7C,80,B4,ED,B6,4F,E6,57,63,FF,1.0
Backdoor.Graybird-813477cf47cbe8c132ebbd8bc358f8c03417de303cf35c71f5ab051cdae4724e,T1,56,23,6C,41,D5,38,93,92,0A,BB,20,8D,B4,73,A6,46,DA,32,27,08,81,75,A8,53,BD,7C,C0,B4,ED,B6,4F,E6,57,63,FF,1.0
Backdoor.Graybird-81819096e605e81210d610faa6bf8fb85c29c7418b86a6314d154d531cfd0c1e,T1,F3,83,96,82,C5,AC,43,43,44,B5,31,CB,94,73,C3,A1,AB,BA,AE,04,7A,24,9D,32,65,F5,D4,E0,DF,65,EE,E3,07,C2,AD,1.0
Backdoor.Graybird-82198faa9497d0ea97adae75c36085d9a604203cc0b853faa079881ea9f79ca8,T1,DE,83,81,89,D6,3C,B3,81,08,6B,30,4E,A4,91,5A,82,43,B9,35,CC,92,BE,D4,53,55,EF,80,74,DF,BB,5B,91,89,E3,FE,1.0
Backdoor.Graybird-829996786890ae93f6bf998085dd695982bcf299bf215faed795aa37dbc490be,T1,4D,43,9E,89,C6,78,B3,D1,09,6F,30,4E,90,91,59,82,57,B9,35,CC,D2,BE,A8,17,65,9F,C0,B0,CE,BB,47,51,8A,A3,FF,1.0
Backdoor.Graybird-83423cd8ce4f3caa1de47af0f9f15b5582728ea77bf70cfdf4ef7190035b612b,T1,FC,12,61,83,DB,3C,E2,91,4C,75,31,CF,C8,92,82,81,47,79,75,88,A1,7D,E8,17,95,ED,80,B0,8F,F6,AF,C2,96,87,B9,1.0
Backdoor.Graybird-8367e7bcdb92a165868cea32162a752a53fe5d15ceaa3674f817bab68caf2e48,T1,D1,72,5E,C2,DA,3C,E2,42,09,75,31,8E,94,A2,91,82,47,79,75,8C,61,7D,D8,17,A5,DD,80,F0,8F,BB,DB,C3,9A,D3,FA,1.0
Backdoor.Graybird-8422d4ab5d5079a5a7d9896892e0c3271aee157a1f54d7bc0dba7937c1e98f74,T1,EA,B2,0B,83,D6,7C,92,43,44,B5,31,8F,94,B3,83,D2,57,79,BD,48,26,29,D8,23,65,ED,80,F0,9F,BA,EB,C3,46,D3,A9,1.0
Backdoor.Graybird-85ec05a6c1aa040abed43cef7e85100a0da06525f674231cde7ed92af582c824,T1,E0,92,3A,81,DA,3C,97,92,0E,A7,21,8D,D8,91,E5,43,C2,75,26,4C,51,39,E4,63,BC,8D,C0,B4,9F,BA,6F,C5,63,A3,FB,1.0
Backdoor.Graybird-861fb76c171296ca9ff2fc6e65fb4ef70adca3e8be932551485a48097ec54c0a,T1,9A,33,7F,81,E6,2C,93,42,08,76,30,8E,B8,73,93,46,87,75,2A,4C,25,79,D8,63,A5,BD,80,F4,AE,7A,DF,D2,17,D3,FD,1.0
Backdoor.Graybird-8670f570c5bc895583b54b34f673e9b6d727cc2a8c2a196f1fe5d7a542f71908,T1,CE,A3,48,89,D6,3C,B3,81,09,6B,30,4E,A4,91,59,83,47,B9,35,CC,92,BE,D4,53,65,9F,C0,70,DE,FB,4B,81,9A,A3,FE,1.0
Backdoor.Graybird-8918ce36caf2732f3bfec79d19f8a096bce314c983cf02357466949b290681e2,T1,A8,B3,26,42,C5,AC,43,43,44,B5,31,CB,A4,73,D3,A1,AB,BA,AE,08,39,15,9D,23,65,F8,80,E4,DF,75,EE,E3,17,D2,AD,1.0
Backdoor.Graybird-8923ffa1222f65f71c7c385d1cec6fde5720dbe5add154d279f4f359b631134a,T1,BC,C2,41,82,D6,7C,A2,82,08,75,31,8F,A4,A2,D2,82,83,79,79,8C,75,79,DC,57,75,DD,80,F0,8F,F6,DB,C2,86,D3,B6,1.0
Backdoor.Graybird-89481ef77be1b32a0454fa76de2d79cec871effda0b9fd6c21861f3c572c3798,T1,C5,93,9E,82,C5,AC,56,43,40,B0,32,CB,94,77,C3,B2,AB,BA,AE,04,3D,24,DD,22,61,F5,95,D4,9F,69,FE,E3,17,C2,6D,1.0
Backdoor.Graybird-89b141aa860cddf3c6b0bec91bfca679ff5d8614135a0677e4c1caa7d37a9c89,T1,E0,03,AE,81,E6,3C,93,82,09,76,30,8D,B8,73,E7,46,87,72,26,1C,11,75,A4,53,B9,7D,80,B4,EE,7A,5F,E6,13,A3,FE,1.0
Backdoor.Graybird-89fe5e86386ee8e977bf7bd47a2658eee37e28236ba8a8f9aefaba734141ff21,T1,3B,83,C4,85,D6,3C,B3,81,09,6B,30,4E,94,91,5A,83,47,B9,35,CC,92,BE,D4,13,65,AF,C0,70,DE,BB,4B,91,9A,A3,FF,1.0
Backdoor.Graybird-8a46c3e1144d6c02853f92b643be99b44dee1f443eff59801c96216bbc5405d6,T1,D4,03,BF,41,E5,3C,92,82,09,73,30,8D,B8,73,E3,46,87,76,36,5C,11,75,A4,53,B9,BD,80,B4,AE,B6,9F,D6,13,A3,FE,1.0
Backdoor.Graybird-8a970cb90dd3321d111d8fd2dd517e86bbf9c79b6a162cd6bb7cb5699edc4b5f,T1,66,F1,6E,83,D6,7C,E2,82,0C,65,31,CF,84,92,86,82,47,79,75,8C,61,7D,D8,67,95,DE,80,F0,8F,B7,DB,C2,9A,C3,BA,1.0
Backdoor.Graybird-8c4d358653ddf842f102fa6a1f87c59a3cc65557df4aaf113816f3a2680df216,T1,28,F3,57,82,C6,9C,56,43,40,B1,31,CB,94,77,C3,A1,6B,FA,EE,44,3A,18,9D,32,61,F9,94,E4,9F,69,FE,E3,07,C2,6D,1.0
Backdoor.Graybird-8c8a2ad65a9f2eb8690f5ec41bac47876a617432c8fa85fb0d81078fef9d4bf8,T1,24,13,A1,41,D6,3C,53,43,09,72,30,8E,B8,73,E3,46,87,76,2A,18,26,75,98,53,A9,BD,80,F4,EE,76,DF,E6,13,93,EE,1.0
Backdoor.Graybird-8c95f3c3819ad63d453d8792095390904dc501b5a8f5a70e5b5691d200110ef3,T1,77,33,4D,82,D6,2C,52,43,08,75,31,8E,A4,B2,D3,92,83,B5,7A,4C,25,79,D8,23,75,ED,80,F4,8F,BA,EF,C3,56,D3,B9,1.0
Backdoor.Graybird-8d4a784362ac2b3ddd42e1616c08f6805a5672ed39ea15714100a70b9e1fc842,T1,4B,43,7D,42,D5,2C,93,93,09,B6,30,8D,B4,73,D3,82,86,76,2B,08,51,75,A8,13,79,BD,80,F4,EE,B6,9F,E7,17,93,EE,1.0
Backdoor.Graybird-8de2ca2818c65b69c510a8fe5bfa47608d63fbe23538ad51a6f5661c6daf222f,T1,B1,F1,6E,83,D6,7C,E2,82,08,65,31,CE,84,92,86,82,47,79,75,8C,61,7D,D8,67,95,DE,80,F0,8F,B7,DB,C2,9A,C3,BA,1.0
Backdoor.Graybird-8ee8ed6292025a4830b430fbc42984c2b3fa30a7fd3aad6ef3f0abc1363bdea3,T1,A7,03,4C,41,D9,28,93,E2,0E,AB,20,8D,A4,91,E5,42,D7,35,2B,4C,91,35,F8,63,B9,9D,C0,B0,DE,B6,5F,C2,67,93,FF,1.0
Backdoor.Graybird-8f1081cf86782cc1b1577cb67497d6fb854f20cb6515dd8a14b564d43c6752a0,T1,BD,A3,1B,89,D6,3C,B3,81,08,6A,30,4F,94,91,5A,82,43,B9,75,CC,92,BE,D4,53,55,DF,80,B4,DF,BB,9B,81,89,E3,FE,1.0
Backdoor.Graybird-8f119cfb976e3b606d5a14c8223f6ff7efcb22ec1491da008b081e11f5ff9dac,T1,23,23,6E,81,E6,3C,93,42,08,72,31,8E,B8,73,93,86,87,75,2A,4C,25,79,D8,63,65,BD,80,B4,AE,7A,DF,D6,13,D3,FD,1.0
Backdoor.Graybird-92310a91c8e822e825dee87224b6f400b7a40024d44aaee44575c08311d922a5,T1,70,93,97,82,C6,AC,53,53,40,B5,31,CB,94,73,C3,A1,AB,BA,EE,04,3A,14,9D,32,65,F5,94,E0,DF,65,EE,E3,17,C2,AD,1.0
Backdoor.Graybird-9289f437e7f7c37d9dcee484de2c1850637fd0feb549e31a2aaac1400dec6b1c,T1,EC,D2,2B,83,DA,6C,97,43,84,B5,32,8F,A4,B3,C3,D1,43,75,AA,54,25,38,D9,23,61,EE,80,E4,8F,76,EB,D3,57,C3,A9,1.0
Backdoor.Graybird-935ef5a37611172206877fbd8823614c947a21b71e8a8ca746a1299e1d3357ed,T1,0B,B2,1A,83,D6,6C,92,43,44,B5,31,8F,94,B2,83,D2,57,79,7D,48,26,29,DC,23,65,ED,80,F0,9F,BA,EB,C3,46,D3,A9,1.0
Backdoor.Graybird-93a713200100c3ae76e3985038dd5466151583924da3469fa71387d3af298ac2,T1,DA,12,6F,83,DB,3C,E2,91,4C,75,31,CF,D8,92,82,81,47,79,75,88,A1,7D,E8,17,95,ED,80,B0,8F,F6,AF,C2,96,87,B9,1.0
Backdoor.Graybird-945eb21ef074656d9a1a86747c9d7b5d15f29a567fa27fef01fb2737e576ad03,T1,80,E2,81,81,D9,2C,A6,93,0D,66,31,8E,B4,A1,D2,42,C3,75,36,4C,60,39,E4,63,B8,9D,80,F4,8F,BA,9F,C3,57,D3,FA,1.0
Backdoor.Graybird-94623d56ca044b70fe15d88621894fcd59eafe180da385d9d9305186f7f4b86b,T1,8F,52,9F,C2,DA,3C,E3,91,0D,65,31,CE,94,91,95,82,43,79,75,8C,A1,7D,D8,63,95,DE,80,B0,8F,FB,EB,C2,9A,C3,B6,1.0
