,0,1,2,3,LABEL
Backdoor.Graybird-89fe5e86386ee8e977bf7bd47a2658eee37e28236ba8a8f9aefaba734141ff21,-1.0986049,-1.4686731,1.3850985,0.8503276,1.0
Backdoor.Graybird-8a46c3e1144d6c02853f92b643be99b44dee1f443eff59801c96216bbc5405d6,-1.37667,-0.3917846,1.5109358,0.22015631,1.0
Backdoor.Graybird-8a970cb90dd3321d111d8fd2dd517e86bbf9c79b6a162cd6bb7cb5699edc4b5f,-1.6914924,-0.20344141,2.4498482,0.16866064,1.0
Backdoor.Graybird-8c4d358653ddf842f102fa6a1f87c59a3cc65557df4aaf113816f3a2680df216,-0.43854472,0.1728961,0.98807645,0.38839012,1.0
Backdoor.Graybird-8c8a2ad65a9f2eb8690f5ec41bac47876a617432c8fa85fb0d81078fef9d4bf8,-0.9969581,-0.21008182,1.21816,0.07414587,1.0
Backdoor.Graybird-8c95f3c3819ad63d453d8792095390904dc501b5a8f5a70e5b5691d200110ef3,-1.3486191,-0.60889536,1.0825146,0.18899857,1.0
Backdoor.Graybird-8d4a784362ac2b3ddd42e1616c08f6805a5672ed39ea15714100a70b9e1fc842,-1.4966303,0.14160873,1.2960365,-0.11895403,1.0
Backdoor.Graybird-8de2ca2818c65b69c510a8fe5bfa47608d63fbe23538ad51a6f5661c6daf222f,-1.2931871,-0.24386896,2.4832845,0.30084297,1.0
Backdoor.Graybird-8ee8ed6292025a4830b430fbc42984c2b3fa30a7fd3aad6ef3f0abc1363bdea3,-1.1478304,-0.14011052,0.85429084,0.102840595,1.0
Backdoor.Graybird-8f1081cf86782cc1b1577cb67497d6fb854f20cb6515dd8a14b564d43c6752a0,-1.401069,-1.2952977,1.7257252,0.7559633,1.0
Backdoor.Graybird-8f119cfb976e3b606d5a14c8223f6ff7efcb22ec1491da008b081e11f5ff9dac,-1.4134898,-0.4721538,1.2821765,0.09635709,1.0
Backdoor.Graybird-92310a91c8e822e825dee87224b6f400b7a40024d44aaee44575c08311d922a5,-0.8796097,0.78409684,1.0926404,0.14080696,1.0
Backdoor.Graybird-9289f437e7f7c37d9dcee484de2c1850637fd0feb549e31a2aaac1400dec6b1c,-1.035178,-0.9879493,0.69276536,0.50866395,1.0
Backdoor.Graybird-935ef5a37611172206877fbd8823614c947a21b71e8a8ca746a1299e1d3357ed,-1.1872072,-0.36968458,1.47906,0.1455046,1.0
Backdoor.Graybird-93a713200100c3ae76e3985038dd5466151583924da3469fa71387d3af298ac2,-0.7654785,-0.8378756,1.4571317,0.5263959,1.0
Backdoor.Graybird-945eb21ef074656d9a1a86747c9d7b5d15f29a567fa27fef01fb2737e576ad03,-0.8694805,-0.024311954,1.7045904,0.18379478,1.0
Backdoor.Graybird-94623d56ca044b70fe15d88621894fcd59eafe180da385d9d9305186f7f4b86b,-1.3711336,-0.8580671,1.5164508,0.33555323,1.0
Backdoor.Graybird-946b3de2c3b514a6c2efe10f2b71f28ee63a9b6730a24a7eba83aa0cf5c5341d,-1.3316038,-0.3233971,1.8579464,0.14936335,1.0
Backdoor.Graybird-95d4ffb8d58ae1108f465097fc357a901f9e00da85ec8d3adecb017be08edc7a,-1.2867321,-0.30214998,1.2889574,0.09353734,1.0
Backdoor.Graybird-963cd338182a57b18f2a85b8a36f5617a8c91fda7f68627cab80fad0a8e08c45,0.053637326,0.116737485,-0.056246713,0.08513665,1.0
Backdoor.Graybird-967456f14643ad8f8bab3ed0b5468ff69704502ae64b5c37f66d43eb71ee5909,-1.067866,-0.51819414,1.3420998,0.14272961,1.0
Backdoor.Graybird-97d6d5d2bfd16a21b6b02bc9bb883dbcd437d0a71f34eebe95d8419a8b80eb89,-1.3468394,-0.12073088,1.7989824,0.1547324,1.0
Backdoor.Graybird-98970c86f23de51867088ebeda57ac2ea32d14ce4aea3b1ce33d30f7482a6448,-1.1351298,0.47959697,1.702125,0.14243509,1.0
Backdoor.Graybird-9a3a9d7c1d351acf199e6bd2b341f60fee80d72b2775e0cb823397a501994860,-1.3529067,-0.30093217,1.1568718,0.016276073,1.0
Backdoor.Graybird-9aa73f468e17862621a2fad53b9d4d7b2e739f4529ca0271244b5306e4eab8d6,-0.9677576,-1.5361526,1.5575882,1.0316658,1.0
Backdoor.Graybird-9b214aadee23c6591c9ff73d0f579e35b8b2dee1b7ab8e5cfbd75a5a21bb885a,-1.3289537,-0.74790657,0.86716753,0.3144187,1.0
Backdoor.Graybird-9c1495b62ed7d9ed9e1c812aed748f99a5fb67d1a2ec3fdc92d72e2cee7a387d,-1.7121308,-0.50363153,2.0711362,0.15395795,1.0
Backdoor.Graybird-9e2df649e165d2c1d71aecc2e127fc76d8d47d0d81a89c163eae69820d37bf20,-0.9344741,-1.0062522,1.6788715,0.7543277,1.0
Backdoor.Graybird-9fb2b93a16534f2ee2ca6ae8290af116472da4351149a234accca893dba2a0f2,-1.9185245,0.5071366,1.4603584,-0.13248026,1.0
Backdoor.Graybird-a035a8b8a7aacc5376be19dc3391fd2a77015718b8cf24d78052ac937b1728a7,-0.97967947,-0.33161277,0.93059593,0.32804894,1.0
Backdoor.Graybird-a0498a02cb192000d067d4f36547b86cb08637ee7a481600e910092c19a9ce9f,-1.2917216,-0.5488001,0.50237995,0.2883039,1.0
Backdoor.Graybird-a0a04c1fabf634b2f915f759027d71530989359d81650c39616c53fd5ebed357,-1.0019748,-1.4448706,1.2256818,0.7189517,1.0
Backdoor.Graybird-a1fd6d8666fb7b058edc88955c022b3e35e36da23edbd184264ef39fa45805eb,-1.1490154,-0.8413838,0.49400988,0.46725842,1.0
Backdoor.Graybird-a221b13a700b9045f22cd0d311320249d702dc9c524a63c481ef897d8c942ff6,-0.36591315,-0.21813405,0.6321021,0.57675755,1.0
Backdoor.Graybird-a227a623250f4c7c092fe77a5c045c32ad70c823e62f7bb33aa5ac1f008f1495,-1.4417071,-0.045812942,1.8154583,-0.03183368,1.0
Backdoor.Graybird-a4492c845667ef93abaf271159c99086b3859c054a659175e868d70abdfff9b5,-1.1513891,-0.7482157,1.3220112,0.3707395,1.0
Backdoor.Graybird-a76cec89ebfc66826a15c42805bf44594a8a6b253ddd6604640b3266f35cae11,-1.017471,-0.81604517,1.5890027,0.32980955,1.0
Backdoor.Graybird-a7a720a29e06215ed50f840a8d18f38825bfbbd4a42e07559b96d2f697bb9790,0.077399254,-0.0501794,-0.09345076,0.026673213,1.0
Backdoor.Graybird-a7f764ea4a46e90e7099c57efc98ae694eaa367fdcac8d476fe4909a28f6f93e,-1.024933,-1.110213,1.106154,0.6507917,1.0
Backdoor.Graybird-a9b74966b43fc58513bdebe3503b486e27223be89656081715866bd929bcb6c1,-1.5095063,-0.1882571,1.7351711,0.059403196,1.0
Backdoor.Graybird-aa7c621dd35e31ae61d7a2b36dc4e515485c4e56c4ce9a133dea31594a5ab6e8,-1.0927275,-1.4841392,1.3638967,1.1112278,1.0
Backdoor.Graybird-abfe016fe929fdfce4bfc9426a4bf7e6b99e4faeba2a4d3603912c414cff4b01,-0.846291,-1.3175707,1.0381899,0.8065574,1.0
Backdoor.Graybird-ac449976a1b7cb50b8e71f28be4ef44bd6f6642e3b0c5ccdfb26822e79b98537,-0.81489134,0.4561709,1.8404733,0.12201378,1.0
Backdoor.Graybird-ac4add28458e73105e8f654da05566e4015098744e8aebb3204aee72caa57e9e,-0.7758926,-1.4548147,0.9638148,1.0839844,1.0
Backdoor.Graybird-ad74a71d3a7f3b6b6210cc7dd1d30b3663949dd5ef418dbd619adf39ca5c48ba,-0.36164933,0.4216647,0.39086574,0.6906018,1.0
Backdoor.Graybird-ad90f50d4ca71148c1a52506f79f120410d3181462295f8524580688548a0396,-0.79101354,-0.98090225,1.435105,0.6948449,1.0
Backdoor.Graybird-ad96e019652bae1367bbbde130c9e6e7098048b89b82f89353ea0aa688f49b10,-1.0234971,-0.018535696,1.5292351,0.26243278,1.0
Backdoor.Graybird-ad9900cf8bf77c5291d6583fa7d2bf68ad622e2404b85bd87fc99b4a76cf9ee1,-1.6575062,-0.5975741,1.6481923,0.16653752,1.0
Backdoor.Graybird-ada0d13de57259ca50f6c6137799d46819ad67d2730c83da6e11cf07eec1f93f,-0.6275614,-1.4669409,0.57109517,1.097331,1.0
Backdoor.Graybird-ae51172509ee5dc56c8f1c971c67fcf819300950ca16836957b08483d575ed52,-1.3476739,-0.98115283,1.6014036,0.42228624,1.0
Backdoor.Graybird-afee8e31fe9fb0951bdb8389508c98a1de93dbf3beb5eab5725263e529f36abb,-0.5274308,-0.16614078,0.447183,0.29404363,1.0
Backdoor.Graybird-b0e89e830426555734cc9364af793e2d18c2da4c2637ba0a4958fdefaf4c4f3b,-0.4940214,-0.14586094,0.3742781,0.3897637,1.0
Backdoor.Graybird-b4b202425d9d0632578ac630d5d3399c1e978c392bccc49015d296804c2d050e,-0.949658,-1.6471776,1.3149302,1.2892874,1.0
Backdoor.Graybird-b50c771b0643fcc2080eafe121cb24dc5f21cbdb5ee1d6a80833e7c892d0c42d,-1.4449514,-0.27628714,1.6959083,0.1694544,1.0
Backdoor.Graybird-b62439942588e8e2953b38988d69c96093a848cbd09b6c56ff8a90a46acdeee1,-0.66896313,0.17981222,1.7492658,0.4072235,1.0
Backdoor.Graybird-b66dc00d759d7e7bd24d8a7ffea8a7629b7d498777351a92b218c94084490813,-1.1372527,-0.761818,1.4140338,0.339514,1.0
Backdoor.Graybird-b76eaa093ad34277a7a5edbc5fb0baa5a29e0225f975fff671c4640b229a4b7b,-1.8704187,-0.7956921,1.3200434,0.22469397,1.0
Backdoor.Graybird-b7736881b6aa7a0bf18c5e27ba9055755ffde26b3664c0cc2170381946bfa384,-1.0668827,-1.0449257,1.3990278,0.63124925,1.0
Backdoor.Graybird-b8c6f42091540caf959c5f816c3b30a2c84f93031292bcd29cc41b3bb4f9bda8,-1.3638929,-0.39245415,1.8106879,0.2698172,1.0
Backdoor.Graybird-b8ff0d86c56138a367840fcfdd9fb22a6e81662f2587374bc7da963bd7932695,-1.7739881,-0.53200704,2.3081784,0.24094225,1.0
Backdoor.Graybird-ba96f8453e48690995c933fb5c2c66ddda190efb57210194df1d4a39567cb717,-1.213094,-1.304806,1.4791223,0.7334303,1.0
Backdoor.Graybird-baab9ad8886c8e2217215c04cafec5d183d1e867148ff7dab39ac3b405b0d32e,-0.9909729,-1.4384259,1.1077806,0.864805,1.0
Backdoor.Graybird-bb3bcd7121f8fc69917389f87203921a174bdc227a86543480d0eb1e00424e03,0.112600505,-0.104168035,0.12303357,-0.01039733,1.0
Backdoor.Graybird-bb50e9e002128a3c9f93d264af4e428ddb1b17d052fdd7d3382eebd968752ba4,-1.1355245,-0.9270216,1.5656916,0.465175,1.0
Backdoor.Graybird-bbc2b33dd5221c657bc85954d7765dbaeea17c76cd081f0245b310266d729a9e,-1.6120889,-1.5670594,1.329562,0.9154432,1.0
Backdoor.Graybird-bc0d7b7b3bd4174a6a541b3a330761d73e33784bb20ec3af183d87af0b0d22a2,-1.0582137,-1.5994172,1.5423069,1.2509826,1.0
Backdoor.Graybird-bd5688c51d6dfccc1039fb219ab892c35ba24d9822d86ab40c97923c9c570d17,-1.0161884,-1.1193062,1.4787972,0.65470004,1.0
Packed.Generic.244-405ff75ba460c30acc0c447d5dfacbcf1747e0ccf14d43803f245a093a4606f6,-0.3612668,-0.31246555,0.55076605,0.64024484,1.0
Packed.Generic.436-1a23287a403b7120948ca18d5c923b7758751d547e5c517df9d092e0ccc5b513,0.01699628,0.07921076,-0.12493407,-0.054354742,1.0
Packed.Generic.442-713be2c25660a73a654e607038b61b1481943a623e14ec83f576aa1ee324f119,-0.14446826,0.33265212,0.33930817,0.95536774,1.0
Packed.Generic.446-5074d2b104067bbdc6d8f63c524208a7118737cda0aa67491218cb93e7c563be,0.08943574,-0.009684041,0.03003709,-0.037424654,1.0
Packed.Generic.459-00d6abcff691d6a002415d014f92742dbf7a0e95404045a5ad5236e95867a7cf,-0.42360863,-0.38555452,-0.55496645,1.2135603,1.0
Packed.Generic.459-036dfbafa87aad6c64d39188a29fbc2dbd7811174254e16b0e4b41a912b71818,-0.51048785,-0.6882085,-0.030483324,1.1864259,1.0
Packed.Generic.459-0aaf78909cf5b80e9ffeb0c38d65dcf6c9fef8cfab2ddae8dc49586414184c59,-0.47060922,-0.5964033,-0.27654278,1.0446724,1.0
Packed.Generic.459-0b3bad40eaa85e5276f7752a2f206367e3c6383cea1665b2ceb38462d9956ba2,-0.44768348,-0.33017007,0.091210574,0.8988178,1.0
Packed.Generic.459-0fafa2116d6e4f64b3cdc3b45b6613ecaba5f1d51431ea1e4826009fa3d37e23,-0.3472191,-0.09688443,-0.16359317,0.8736192,1.0
Packed.Generic.459-17807b69395a94c87cc26f69d0ef2ef5c6173616faa0b692f119006d42b67351,-0.24424697,-0.375082,-0.12918527,1.0591621,1.0
Packed.Generic.459-1a3a3b3721f70b03304d66b058a1207a18a09b04607cb5534c7d21d9a85e9b0b,-1.1142154,0.02577022,-0.6976891,0.61661464,1.0
Packed.Generic.459-1ab7a402f531ed3ff0804d08c7e788a30a9b7979a686a772a625de97bf912c45,-0.5216462,-0.113542505,0.029626949,0.824129,1.0
Packed.Generic.459-1b1639aa5b7df9e22ed2831e3dce05b876f516baa8f22acfc45bad67b5a1ee11,-0.30765238,-0.7569617,-0.109118536,1.0759726,1.0
Packed.Generic.459-1e8b814a4bd850fc21690a66159a742bfcec212ccab3c3153a2c54c88c83ed9d,-0.298684,-0.078020684,-0.14898857,0.8941313,1.0
Packed.Generic.459-1ef7749816a852b040dab62c5014f16fed7ca6eb8bffc17858a0fb1c735e1e4e,-0.2616278,-0.10355711,-0.28244153,0.9449863,1.0
Packed.Generic.459-214bddab1ad8db29d7c9decb88020df62597aa4f216c515b79e51a131f1fe472,0.015226975,0.12385151,0.10749437,0.1143305,1.0
Packed.Generic.459-2f51f383024959bfa2fb84c2ceb25165e8cbea46c80dfb5502372a023787b1e6,-2.070254,-1.2711433,-1.3423998,0.9623073,1.0
Packed.Generic.459-3815101cbf0bedf2cec3586347591f304a9e1b2ffe705d6432196d602efe4a4b,-0.81543404,-0.64035434,-0.4027328,1.0380033,1.0
Packed.Generic.459-3bba14fa351b56736f18336c6c53b73d0c522821d53244b9443a82e1c7f5e0c8,-0.7229984,-0.27725962,-0.5319981,0.78779364,1.0
Packed.Generic.459-3faca97a1e578ff05a6e572f735fd7f3d395d451a590b4902555a6b366b78457,-0.54586583,-0.07222259,-0.22719061,0.7006478,1.0
Packed.Generic.459-40eae7ab95d657fb8f92e93893c0b1198fba354d24bbae6e14f9f3d2b67a581b,-0.47593856,-0.31523302,-0.6578609,1.0820894,1.0
Packed.Generic.459-4848e5b93db4f8f84c6a42964c9e9f34de6301cde178efa50000dbd0add961f8,-0.7057923,-0.43538114,-0.45530668,0.8608291,1.0
Packed.Generic.459-48d19a47fcd1606c2128e43c511b85107074d1575427277ac5da6c4fb92a910a,-0.38973543,0.18617684,-0.4259661,0.87347597,1.0
Packed.Generic.459-4af525d622d718e7e826421a5f0497fce2d7161a1d7a74e1855f08bf54235e48,-0.04289967,0.043309405,0.041221514,0.10954979,1.0
Packed.Generic.459-4c239e4738a92d5619bc54f5c71e1e7d91b52533fb3084d2b59625411f571b8b,0.0865338,-0.049284317,0.09722817,-0.0012328178,1.0
Packed.Generic.459-4e23ab64fa716f8c029624f913a5528634baba7b503f97039035b373f979150b,-0.6558277,-0.19855152,-0.07117554,0.86927456,1.0
Packed.Generic.459-505bba216a397c03f8f7b199aa7b8ee855d573acabe4feab68ea754552dc3638,-0.40791968,-0.4293051,-0.57993144,1.0139471,1.0
Packed.Generic.459-5e36491adc58d36413844bf77dec3cf05f5c54db4f0f3222094cede52dd20250,-0.79480326,-0.5043798,-0.82955474,0.982523,1.0
Packed.Generic.459-5f414bb02294f0206d7faed97ebbdaa73598c5e93089f92f08439c441373080b,-0.43623236,0.1135405,-0.40112653,0.9301407,1.0
Packed.Generic.459-63b5427786cff03648827dcfbaabebffe9b95eac300472aa62835c5ee0e79952,-0.28953588,0.75170094,-0.0023032269,0.68754923,1.0
Packed.Generic.459-6415395860da34f7eccb31a2088e6c85370920f3a94bfe58fd158b1a1696de2a,-0.54380715,-0.1710356,-0.6756382,0.9460047,1.0
Packed.Generic.459-690abd0547a6a385d6889aa9494d4c6572c5bdd0a216ba19d451b27bdb673d03,-0.14429049,-0.42506436,-0.057980273,1.0135756,1.0
Packed.Generic.459-6a940d6390897ae6b48247fb688b3ab7ec24be63fbfe4d21278f8d0234e259ac,-2.2809598,-1.1975548,-1.3718146,0.8592391,1.0
Packed.Generic.459-6b6a2c973e26b4df5811a8977314d75c8f16be4f339709396719458d47044927,-2.0095448,-1.2325764,-1.2669599,0.9170384,1.0
Packed.Generic.459-6bd57c2f8a3f48394a8ad4d86156f170fe3c9216ce5ed181af4b9cd28cf6cd68,-0.619537,-0.47516626,-0.14274628,0.95843303,1.0
Packed.Generic.459-6f1c56439369077eb7a71589ac4eaf40b786630541e03f440b5d0ec8573b6f14,-0.116726324,-0.28446454,-0.26132616,1.1285609,1.0
Packed.Generic.459-6f9871dd1c8d32f573af024b2e1266a45335b25d9dac7da43e13b95d8674b991,-0.64045584,-0.28866637,-0.26055503,0.9244722,1.0
Packed.Generic.459-6fd527f97246c1dd2f490592e92929cbd220facdaeb51c2ac0746a2d6afa4fdf,-0.83773404,-0.6405089,-0.36988577,0.8187512,1.0
Packed.Generic.459-77499c6177ab8679acc3e56ffe5e259d6d6b25601393288c66edd0abb99d1c8a,0.41038114,-1.2026756,-0.005237725,2.0115824,1.0
Packed.Generic.459-7e9042c93369a37c040e5f8e2a82f5c1aa822c2a980ea5b6407ceb95358973ad,-0.12972206,-0.6092327,-0.39660713,1.2358077,1.0
Packed.Generic.459-830e78e59168bc9dac1620914be9c3496f14cbe88da845657aad553ccd3166b0,-0.34696183,0.087952025,-0.25995132,1.0498507,1.0
Packed.Generic.459-89505c4ce4333973404152b4d282a2db465b55695f3f4a3d99302d41e71a37c9,-0.1508111,-0.53215,-0.36903712,1.3430122,1.0
Packed.Generic.459-8acdc4645bfb9f66a12ecdf08f10b2521c1c5abe09362da80ace6cf8d2cb97d9,-0.47343454,-0.36816323,-0.68770874,1.0815443,1.0
Packed.Generic.459-8b33c1d9e943e1e10a16413b9f15224dbba0985a0b7d7c64ba5846ffc456b2eb,-1.9152956,-1.3146954,-1.0339298,0.87404907,1.0
Packed.Generic.459-94e82f70d4868e71f0a5692ee7427de1ba82023eb29c903f8709f32be68389fa,-0.12191443,0.5059508,-0.3717067,1.1280558,1.0
Packed.Generic.459-9a0d060554e226aeea332c88eac9a398c0eb2369d18b4ed026e552937e005f7f,-0.39152735,-0.33701795,-0.46864182,0.9378509,1.0
Packed.Generic.459-9a21a5ff38c96546fe8cc265e528545c4af6c1c1f9f0425a18b100f6668f15b3,0.22421852,-0.45999044,0.39943475,1.0508729,1.0
Packed.Generic.459-9c31fae7e63fab99afa523523a522406d31efc2fc8911cc66a2a01d3aac7f3ec,-0.5014534,0.11164742,0.8940021,0.36608875,1.0
Packed.Generic.459-9f2f873d5dc70f42e4908fe27e07335d3af9cb66138b8ccc1702e0bb3f19b93c,-0.49319896,0.23274067,0.1488445,0.5068231,1.0
Packed.Generic.459-9fbad03e4fa9ff326f01f4db9c104a6f9eaa45c395c9b18a8e1c20bbfffdf83d,-0.133098,-0.29533178,0.020846406,0.92813027,1.0
Packed.Generic.459-a0d548572e73075a60c4f4b969ebb710715f1548e2793e75b9302d4b112d0c6d,-0.15771964,0.24259375,-0.4776945,1.0766279,1.0
Packed.Generic.459-a504e7a61acabbadb0b7da8ad32b371bd3cc96438da513076cc4099a6b893da3,-1.8016524,-1.1037139,-1.1804937,0.7559161,1.0
Packed.Generic.459-aa780f5d84f401e8d91a82ec648129c76a4cb560e24d31a0e4894bbf59216254,-0.6680573,0.48385963,-0.2924772,0.65284634,1.0
Packed.Generic.459-ab53105c89c2b60cd3c71af68b54c9ddf8d67f51ed8e2b8246950a76e71e5b8e,-0.33529532,-0.20301197,-0.69099647,1.1049167,1.0
Packed.Generic.459-b94ba3366281d25ea57e8a95611f6c0d49e4eba43d31b52e226eb8bd7241bfbb,-0.051991384,-1.0280752,0.11125779,1.3443952,1.0
Packed.Generic.459-bb21142319ca5cd9f9421a3c72ff3790214e7a3338a5a4af178ffe163439a987,-2.1748602,-1.3062155,-1.279342,0.9398736,1.0
Packed.Generic.459-bee0217c1a15eb06b4e1ec2053b552f6d959bcb7f0e8a4c52f2aa6b08639f808,-0.4546209,-0.36133072,-0.75008875,1.0198475,1.0
Packed.Generic.459-c1277fe78f0ddd35e79823e50d9c5c6818e8d71f35f72be9fa291e57a08231cc,-0.21398053,0.16553505,-0.40173757,1.0703471,1.0
Packed.Generic.459-c284808faf0e9c6c3aa49bba3a39113237ebc5dc9373fcb4fe6abeefbd57c475,-0.15124635,-0.27184618,0.10058738,0.6494173,1.0
Packed.Generic.459-c6c8c29d4d3ea2021efe4aade2ac785e43617039109e2d0a334bb6e14ed4b02e,0.0060859323,0.11694576,-0.019516729,0.046374872,1.0
Packed.Generic.459-cad1d8ddc393f8e5c99fe4b3a229d43c0daad3a05601a04e1015858746a0f72c,-0.23056047,-0.5532878,-0.66188896,1.1147395,1.0
Packed.Generic.459-cbb510a3dc80802cf748aa8a300b68c86dab31b98d376da140424c8caa2ce63f,-0.32784274,0.27912354,-0.15022096,0.7939475,1.0
Packed.Generic.459-cc8ba0292c86b520bf40a54725729cd8996b1526565e0d3c13edc5ea926d37f2,-0.98657054,-0.63681996,-0.5097495,0.88391817,1.0
Packed.Generic.459-cd61577fcc4e233d93257fee3ca48b9a047439a1d4a63c9bcf6bf1e5cae362f9,-0.43898085,0.3477426,-0.18660697,0.82650137,1.0
Packed.Generic.459-cee1070329d89c7e8b91fd447637c660ce7c85be47b4e3d397a8a5df1a69543c,0.3184847,-0.14587604,0.32529512,1.0843415,1.0
Packed.Generic.459-d1a1c48eee2997b966866aff1e91e05d606283454a6c4d8a14b4e0608089c575,-0.40662846,-0.5865894,-0.12993912,1.1575136,1.0
Packed.Generic.459-df81db69dfeea1069747017293171e41ae078264032f6ae322192eca2e0ceb18,-0.18749419,-0.21425496,-0.11408313,0.8582741,1.0
Packed.Generic.459-e01a6feaf948054fda71f7cc2186c06b8b0b34ee1d67bf8f474a8d3ab3476cf7,-0.1344951,-0.114281364,-0.33405223,1.2675852,1.0
Packed.Generic.459-e25248e56c0a1c4f41e0d41d15bd8174bdb1154fad585bf2f2f8196a61798fbd,-0.5681109,0.048015766,-0.11544082,0.7012275,1.0
Packed.Generic.459-e316f11b798e6fe8cb480f6593a247f0904d9b73d34b20a0779cb7e10595d58f,-2.0605695,-1.2949638,-1.3202684,0.9330239,1.0
Packed.Generic.459-eb7c1601884b212effd5de39a9a03ed1906f7780cc2e83efbebdeba9b99600bb,-0.049925525,-0.5115406,-0.21523814,1.1320946,1.0
Packed.Generic.459-ed473a0c51bce88c92572db81a114854fe32bc13e51439437781224d123b1db6,-0.08617713,-0.4179895,0.090327,0.72124994,1.0
Packed.Generic.459-ef5f6188077b4af8447716698d3bf7256e3d52746d7caf89a7cb662c225a0702,-0.4631011,0.28560388,-0.5904195,0.9294237,1.0
Packed.Generic.459-f0b78c237246d4feae48fb025e061955f18d8c12674a3446669b3ea0a665bfee,0.22696915,-1.0720149,-0.14452538,1.8085694,1.0
Packed.Generic.459-f9f09f8f0fb86c6a69d5118ca0e0320c8f9dfc7ff6130ae94a830d315478db95,-1.9796342,-1.0198175,-1.3058755,0.8667771,1.0
Packed.Generic.459-fa2d736ba0c93a5e1a3df9c219579f4f70d588df49d365345b9a7cd3f1c6f6be,-0.39419478,-0.3996063,0.21677373,0.49385092,1.0
Packed.Generic.459-fd00df759209178ca88a1415cf22bfb1d0e42aee10a1ff5bc1e88717d763a6c8,-0.1052146,-0.43244675,-0.3345699,1.3338572,1.0
Packed.Generic.459-fedc06a181bb97a1f18dda82e9c48bc0ec413392f01564901ffefaf25b9166c0,-0.42368618,-0.052634124,-0.3355902,1.0272272,1.0
Packed.Generic.482-1c88688bb677f19cb78120b589ade1ad8f44b917ab6f3f051262059304d6b707,-0.8625101,-0.6432437,0.31278482,0.67217565,1.0
Packed.Generic.485-31dc99adc339ffb8009b0d19d2fc9d8493e77abc8c00885cb02bc29e729d0290,-0.40020293,-0.6730998,0.081717014,0.8510432,1.0
Packed.Generic.485-6fd26757399429f32c7f2fc2e2a07db270a65522d996442ecdc63cc27c9744f2,0.098614275,-0.106311485,0.09726694,-0.03054817,1.0
Packed.Generic.493-033e5773ba2326d4070677f49c1b8a2e062165efca44e301c780e4f860ea5ace,-0.50873387,-0.3657691,-0.39533636,0.8966149,1.0
Packed.Generic.493-03a89497cd2585ce7b0348cbb7f15fd7bc8231c2272b677f05f3a852537eb700,-0.3587937,-0.7798916,-0.3136625,1.0930382,1.0
Packed.Generic.493-03d81b2f3b4b81745371da608d2da8364768cc3d6979348815b4a1400a746024,-0.33924577,-0.5773804,-0.29586083,0.9923944,1.0
Packed.Generic.493-03f2cae4481d9d07eca4d43dbfaaa4a298fe2120628a915fb10a97619ada0a99,-0.3761448,0.07251799,-1.0282235,1.2508805,1.0
Packed.Generic.493-042b0cfec8bc8f81e91a5c4fcf6bcfa610fd32573651bc38d1810715fcb0f6d0,-0.7503823,0.61240935,-1.2794498,1.1852279,1.0
Packed.Generic.493-04ae5bee8e1a64519ba24ce669dff1e819a580a408290e261279b6c64ae41163,-0.6486944,-0.8009294,-0.52228385,0.988358,1.0
Packed.Generic.493-04ef2f19cc604e10b3dec55030a851675822012105ecaf9f0f30d59122ee24b8,-0.59257865,-0.914579,-1.0397862,1.257554,1.0
Packed.Generic.493-05c40ea59eba20c51d545e56c3b439ca6babe89421cac3905230703a85b42b6c,-0.18444407,-0.23748286,-0.68273354,0.9299379,1.0
Packed.Generic.493-06cc1216dd4082717b0a803dc6cf08c179700d0b6361682d77cc413509736cd3,-0.43621728,-0.35213217,-0.6475813,0.89164895,1.0
Packed.Generic.493-09b89daea8ca96123244c43827b25ba7b9de5b23bd47a5d84b469ba5c4f6b81a,-0.51715684,-0.13204582,-0.46084,0.82770497,1.0
Packed.Generic.493-09ee3b0ca334d7adf03d594432d6be22345f5579ffbc889824e94a4feef7d211,-0.3708483,0.18460862,0.2621692,0.4112436,1.0
Packed.Generic.493-09eee33ffe9823e2bfdd68237ad683fa489ba8be50ca8a74f43ca6d94c8a9e05,-0.5532741,0.26737267,-1.2567663,1.2620877,1.0
Packed.Generic.493-0af1867da1859394f6555412abb06ea919338580bd2d0da1631a2afe5155e794,-0.35929978,-0.7697138,-0.68064326,1.2140619,1.0
Packed.Generic.493-0ba860029509fa7caa09964ecf985dfb054513a3485f828e5c3728798b8e9c31,-0.3818719,0.28353393,-0.51493704,0.93203336,1.0
Packed.Generic.493-0cafd8c517b7db9a4884607639708c9f5817c7b1b289c5d7e314298d01fa3a2d,-0.3997432,0.07850474,-0.25604972,0.6919641,1.0
Packed.Generic.493-0ce63b7da709e077b3da47992aec484510dd07f0065425e2e1aae1c9b9e1d684,-1.2933427,0.5893829,-1.2228881,0.82567286,1.0
Packed.Generic.493-0d092c1a16bc31b012d1c81b4480539768d69aeca135d70846d78c69601bedf8,-0.38129538,0.013504312,-0.9105603,1.198014,1.0
Packed.Generic.493-0dd4d4fdcaeb57a4b640d6cbafc0b652ccef4d70b91814dc1178718a8893db46,-0.7458611,-0.46828902,-0.5944246,0.89415467,1.0
Packed.Generic.493-0e3423f3259e78e77e59b890bcf6d6c6f69a474a0985f2909f649590ea63dc3e,-0.7672991,-0.49401304,-0.7193016,0.8136586,1.0
