,"('findfirstfileexw ntclose findfirstfileexw',)","('findresourceexw loadresource findresourceexw',)","('findresourcew sizeofresource loadresource',)","('getfilesize ntcreatesection ntmapviewofsection',)","('getsystemmetrics getsystemmetrics getsystemmetrics',)","('getsystemtimeasfiletime getsystemtimeasfiletime getsystemtimeasfiletime',)","('getsystemtimeasfiletime ldrloaddll ldrgetprocedureaddress',)","('getsystemwindowsdirectoryw getsystemwindowsdirectoryw loadstringw',)","('getsystemwindowsdirectoryw loadstringw getsystemwindowsdirectoryw',)","('getsystemwindowsdirectoryw ntcreatefile ntcreatesection',)","('ldrgetdllhandle ldrgetdllhandle ldrgetprocedureaddress',)","('ldrgetdllhandle ldrgetdllhandle ldrloaddll',)","('ldrgetdllhandle ldrgetprocedureaddress ldrgetdllhandle',)","('ldrgetdllhandle ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrgetdllhandle ldrgetprocedureaddress regopenkeyexw',)","('ldrgetprocedureaddress getsystemwindowsdirectoryw ntcreatefile',)","('ldrgetprocedureaddress ldrgetdllhandle ldrgetdllhandle',)","('ldrgetprocedureaddress ldrgetdllhandle ldrgetprocedureaddress',)","('ldrgetprocedureaddress ldrgetprocedureaddress getsystemwindowsdirectoryw',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrgetdllhandle',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrgetprocedureaddress ldrgetprocedureaddress ldrloaddll',)","('ldrgetprocedureaddress ldrgetprocedureaddress ntallocatevirtualmemory',)","('ldrgetprocedureaddress ldrgetprocedureaddress ntclose',)","('ldrgetprocedureaddress ldrgetprocedureaddress regopenkeyexw',)","('ldrgetprocedureaddress ldrloaddll ldrgetprocedureaddress',)","('ldrgetprocedureaddress ntallocatevirtualmemory ntallocatevirtualmemory',)","('ldrgetprocedureaddress regopenkeyexw regopenkeyexw',)","('ldrgetprocedureaddress regopenkeyexw regqueryvalueexw',)","('ldrgetprocedureaddress regqueryvalueexw regclosekey',)","('ldrloaddll ldrgetprocedureaddress ldrgetprocedureaddress',)","('ldrloaddll ldrgetprocedureaddress ldrloaddll',)","('ldrloaddll ldrgetprocedureaddress ldrunloaddll',)","('ldrloaddll ldrgetprocedureaddress ntallocatevirtualmemory',)","('ldrloaddll ldrgetprocedureaddress regopenkeyexw',)","('ldrloaddll ldrloaddll ldrloaddll',)","('loadresource findresourceexw loadresource',)","('loadresource findresourcew sizeofresource',)","('loadstringa ldrgetdllhandle ldrgetprocedureaddress',)","('loadstringa loadstringa ldrgetdllhandle',)","('loadstringa loadstringa loadstringa',)","('loadstringw getsystemwindowsdirectoryw getsystemdirectoryw',)","('loadstringw loadstringw loadstringw',)","('ntallocatevirtualmemory getsystemmetrics getsystemmetrics',)","('ntallocatevirtualmemory ldrgetdllhandle ldrgetprocedureaddress',)","('ntallocatevirtualmemory ldrloaddll ldrgetprocedureaddress',)","('ntallocatevirtualmemory ntallocatevirtualmemory ldrloaddll',)","('ntallocatevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory',)","('ntallocatevirtualmemory ntallocatevirtualmemory ntprotectvirtualmemory',)","('ntallocatevirtualmemory ntfreevirtualmemory ntallocatevirtualmemory',)","('ntclose findfirstfileexw ntclose',)","('ntclose ldrgetdllhandle ldrgetprocedureaddress',)","('ntclose ldrloaddll ldrgetprocedureaddress',)","('ntclose ntclose ntclose',)","('ntclose ntclose ntopenkey',)","('ntclose ntopenkey ntclose',)","('ntclose ntopenkey ntopenkey',)","('ntclose ntopenkey ntqueryvaluekey',)","('ntclose ntopenkeyex ntqueryvaluekey',)","('ntclose ntqueryattributesfile ntqueryattributesfile',)","('ntcreatefile ntcreatesection ntmapviewofsection',)","('ntcreatesection ntmapviewofsection ntclose',)","('ntenumeratevaluekey ntenumeratevaluekey ntenumeratevaluekey',)","('ntfreevirtualmemory ntallocatevirtualmemory ldrloaddll',)","('ntfreevirtualmemory ntallocatevirtualmemory ntallocatevirtualmemory',)","('ntmapviewofsection ntclose ntclose',)","('ntopenkey ntclose ntopenkey',)","('ntopenkey ntopenkey ntopenkey',)","('ntopenkey ntopenkey ntqueryvaluekey',)","('ntopenkey ntqueryvaluekey ntclose',)","('ntopenkeyex ldrloaddll ldrgetprocedureaddress',)","('ntopenkeyex ntqueryvaluekey ntclose',)","('ntopenmutant ntopenmutant ntopenmutant',)","('ntprotectvirtualmemory ntprotectvirtualmemory ntprotectvirtualmemory',)","('ntqueryattributesfile ntqueryattributesfile ntqueryattributesfile',)","('ntqueryvaluekey ntclose ldrgetdllhandle',)","('ntqueryvaluekey ntclose ldrloaddll',)","('ntqueryvaluekey ntclose ntclose',)","('ntqueryvaluekey ntclose ntopenkey',)","('ntqueryvaluekey ntqueryvaluekey ntqueryvaluekey',)","('ntreadfile ntreadfile ntreadfile',)","('ntreadfile setfilepointer setfilepointer',)","('regclosekey findfirstfileexw regopenkeyexw',)","('regclosekey ldrgetdllhandle ldrgetprocedureaddress',)","('regclosekey regopenkeyexw regqueryvalueexw',)","('regenumkeyexw regenumkeyexw regenumkeyexw',)","('regopenkeyexw regopenkeyexw regclosekey',)","('regopenkeyexw regopenkeyexw regopenkeyexw',)","('regopenkeyexw regqueryinfokeyw regclosekey',)","('regopenkeyexw regqueryvalueexw regclosekey',)","('regopenkeyexw regqueryvalueexw regqueryvalueexw',)","('regqueryvalueexw regclosekey regopenkeyexw',)","('regqueryvalueexw regqueryvalueexw regclosekey',)","('regqueryvalueexw regqueryvalueexw regqueryvalueexw',)","('searchpathw searchpathw searchpathw',)","('setfilepointer ntreadfile setfilepointer',)","('setfilepointer setfilepointer ntreadfile',)","('sizeofresource loadresource findresourcew',)","('timegettime timegettime timegettime',)","('writeconsolea writeconsolea writeconsolea',)",command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent_count,children_count,LABEL
Infostealer.Limitail-6e56df57f5f8d54e488bd97232fd767d040dd591de9426496eb0460309e59dab,0.0,0.0,0.0,0.304537755908101,0.0,0.0,0.12491320889291313,0.0,0.0,0.0,0.0,0.12430295491421509,0.0,0.06877259938799203,0.13258852360608223,0.0,0.0,0.0,0.0,0.0,0.10243455662261282,0.0,0.0,0.13000826092242004,0.0,0.0,0.0,0.0,0.13042733219643318,0.1233448133568282,0.0,0.0,0.0,0.0,0.1358164247156808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10407986646245833,0.10176246897214948,0.0,0.0,0.0,0.0,0.0,0.13744634143128626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11042397397192176,0.08075981833371211,0.1318555672314402,0.12264043125368337,0.0,0.0,0.0,0.13000826092242004,0.13629872276929583,0.0,0.0,0.0,0.0,0.0,0.48732712733680045,0.12264043125368337,0.20815973292491666,0.28898923496777723,0.0,0.0,0.3125069787934819,0.1935790109452453,0.24788211629921408,0.09943408961059551,0.25156581067771777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,30,0,51,0,0,0,1,4,29,8,0,15,7,0,0,0,0,0,77,202,0,0,0,0,2,2,1.0
Infostealer.Limitail-709d24ae2567a321c6c6a8634c0da1d94e6d199e5e4ea509889f6ab42e14187c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166581494187006,0.0,0.0,0.0,0.0,0.0,0.0,0.9358453344565707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02036793847636338,0.0,0.0,0.0389703826744145,0.0,0.0,0.0,0.0,0.0,0.0,0.29876014607560636,0.0,0.0,0.0,0.0,0.0,0.0,0.15568897639921606,0.04027474712564697,0.027813134360766063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03071050913758034,0.0,0.0,0.0,0.0,0.0,0.0,0.037784278505582664,0.0,0.0,0.0,0.0,0.0508844305531008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030630678974822093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,148,0,36,0,0,0,1,2,22,79,0,10,3,0,2,2,0,0,170,111,1,1,0,0,2,2,1.0
Infostealer.Limitail-70af0b22e575db5a3e98af273c9a4cc34d9644432636dd2721617a96dc93e3b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166581494187006,0.0,0.0,0.0,0.0,0.0,0.0,0.9358453344565707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02036793847636338,0.0,0.0,0.0389703826744145,0.0,0.0,0.0,0.0,0.0,0.0,0.29876014607560636,0.0,0.0,0.0,0.0,0.0,0.0,0.15568897639921606,0.04027474712564697,0.027813134360766063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03071050913758034,0.0,0.0,0.0,0.0,0.0,0.0,0.037784278505582664,0.0,0.0,0.0,0.0,0.0508844305531008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030630678974822093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,147,0,34,0,0,0,1,2,22,78,0,8,3,0,2,2,0,0,206,115,1,1,0,0,2,2,1.0
Infostealer.Limitail-7170c1c33893a7a6fee39937b4e90699b97eac205b0b3758fa3fa6a033848706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166581494187006,0.0,0.0,0.0,0.0,0.0,0.0,0.9358453344565707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02036793847636338,0.0,0.0,0.0389703826744145,0.0,0.0,0.0,0.0,0.0,0.0,0.29876014607560636,0.0,0.0,0.0,0.0,0.0,0.0,0.15568897639921606,0.04027474712564697,0.027813134360766063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03071050913758034,0.0,0.0,0.0,0.0,0.0,0.0,0.037784278505582664,0.0,0.0,0.0,0.0,0.0508844305531008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030630678974822093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,36,0,36,0,0,0,2,2,19,2,0,9,8,0,1,0,0,0,33,15,0,0,0,0,2,3,1.0
Infostealer.Limitail-7335952d27ab94f15eeeb67b752fb5bd2cb2eed368b392e1f2d3bff69659dbdd,0.0,0.0,0.0,0.304537755908101,0.0,0.0,0.12491320889291313,0.0,0.0,0.0,0.0,0.12430295491421509,0.0,0.06877259938799203,0.13258852360608223,0.0,0.0,0.0,0.0,0.0,0.10243455662261282,0.0,0.0,0.13000826092242004,0.0,0.0,0.0,0.0,0.13042733219643318,0.1233448133568282,0.0,0.0,0.0,0.0,0.1358164247156808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10407986646245833,0.10176246897214948,0.0,0.0,0.0,0.0,0.0,0.13744634143128626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11042397397192176,0.08075981833371211,0.1318555672314402,0.12264043125368337,0.0,0.0,0.0,0.13000826092242004,0.13629872276929583,0.0,0.0,0.0,0.0,0.0,0.48732712733680045,0.12264043125368337,0.20815973292491666,0.28898923496777723,0.0,0.0,0.3125069787934819,0.1935790109452453,0.24788211629921408,0.09943408961059551,0.25156581067771777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,2,29,0,81,0,0,1,7,8,94,12,0,35,10,4,6,21,3,0,136,403,6,0,0,1,2,10,1.0
Infostealer.Limitail-741797ecb246191420a82b898fb8964658ecc2286325a601e1936b4e5a7f116d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166581494187006,0.0,0.0,0.0,0.0,0.0,0.0,0.9358453344565707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02036793847636338,0.0,0.0,0.0389703826744145,0.0,0.0,0.0,0.0,0.0,0.0,0.29876014607560636,0.0,0.0,0.0,0.0,0.0,0.0,0.15568897639921606,0.04027474712564697,0.027813134360766063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03071050913758034,0.0,0.0,0.0,0.0,0.0,0.0,0.037784278505582664,0.0,0.0,0.0,0.0,0.0508844305531008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030630678974822093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,261,0,37,0,0,0,2,2,22,78,0,8,3,0,2,2,0,0,175,119,1,0,0,0,2,2,1.0
Infostealer.Limitail-74aceb1605cf89a874b19e9ba463affafd96a4780fc879813fc451e1126f059b,0.0,0.0,0.0,0.0,0.17490482556392953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6982568220987149,0.08492382551942503,0.0,0.0,0.0,0.6270054126424094,0.0,0.06453889096337753,0.06324564209577731,0.0,0.06534152731710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14974590782607244,0.0,0.0,0.061025645711915655,0.0,0.05450978363701812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19985942815623084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,4,29,0,101,0,0,1,14,5,189,13,0,31,7,8,10,50,12,9,387,961,19,3,0,6,2,1,1.0
Infostealer.Limitail-756f7cc6d664e051b0b768a9b4bf10e5ed788f72caac8954b7651bcd30da442a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16143614612015952,0.0,0.0,0.0,0.178786112367815,0.0,0.18402803515275626,0.9467872492678951,0.0,0.031052782558842567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10362050157751201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,49,0,0,0,1,1,1,19,0,12,0,3,0,13,2,0,63,27,1,0,0,0,2,0,1.0
Infostealer.Limitail-7592d1a5f4cccb939e5e032feb1c2c90cd722a11773b70412602f419eea5692e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01262275586535354,0.0,0.0,0.0,0.0,0.0,0.01918563275897282,0.1880118552925803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024335746778817606,0.024335746778817606,0.9573362543621586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019103171270905887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023660755793219475,0.0,0.0,0.20770811961212463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048780459926014645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,47,0,23,1,0,1,0,1,0,66,0,3,1,0,1,0,0,0,72,29,2,0,0,0,2,2,1.0
Infostealer.Limitail-76c7ebf989181977d89517717f036aabcc7d8e5434204dfa0777b5e3631c03c0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00810135278798655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999671835030411,0.0,1,0,0,0,0,0,22,0,0,0,0,0,7,5,0,16,1,0,0,13,2,0,66,32,2,0,0,0,2,1,1.0
Infostealer.Limitail-7895f5a4a57504fcf263b99184b9504482a1bb0f90de9d9a04cedb0701ad148b,0.0,0.0328221450596681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01595795742084072,0.0,0.0,0.0,0.0,0.0,0.01595795742084072,0.0,0.0,0.015713588317543988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008020196295556505,0.0,0.0,0.0,0.0,0.0,0.032968915447305354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012623655914801864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013384950970880804,0.013147432288908429,0.0,0.0,0.0,0.013623325342690574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5857764161613362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5921226968334351,0.5500681255853097,0.0,0.0,0.0,4,0,0,6,42,0,26,0,0,0,42,2,44,0,0,15,6,0,41,9,1,0,97,88,1,1,0,0,2,3,1.0
Infostealer.Limitail-78fab32726a2f49fe7d16ed704596706c8268449cc53b3d83408f9e8eb35b831,0.0,0.0,0.0,0.304537755908101,0.0,0.0,0.12491320889291313,0.0,0.0,0.0,0.0,0.12430295491421509,0.0,0.06877259938799203,0.13258852360608223,0.0,0.0,0.0,0.0,0.0,0.10243455662261282,0.0,0.0,0.13000826092242004,0.0,0.0,0.0,0.0,0.13042733219643318,0.1233448133568282,0.0,0.0,0.0,0.0,0.1358164247156808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10407986646245833,0.10176246897214948,0.0,0.0,0.0,0.0,0.0,0.13744634143128626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11042397397192176,0.08075981833371211,0.1318555672314402,0.12264043125368337,0.0,0.0,0.0,0.13000826092242004,0.13629872276929583,0.0,0.0,0.0,0.0,0.0,0.48732712733680045,0.12264043125368337,0.20815973292491666,0.28898923496777723,0.0,0.0,0.3125069787934819,0.1935790109452453,0.24788211629921408,0.09943408961059551,0.25156581067771777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,17,0,31,0,0,0,0,0,22,8,0,9,1,1,0,0,0,0,91,159,0,0,0,0,2,1,1.0
Infostealer.Limitail-7caab95f7f6dec33b89b40d3c024963c404b47eff29510590f8a420f2ebc8324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07636693978685488,0.0,0.0,0.0,0.0,0.015687165233480408,0.0,0.0,0.0,0.0,0.012049981750240454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024711826097801575,0.024711826097801575,0.9721307198803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024026403948841528,0.0,0.0,0.21091799555639446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04953430250645556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,43,0,0,0,0,0,6,1,0,3,1,0,0,0,0,0,22,22,0,0,0,0,2,1,1.0
Infostealer.Limitail-7cf3a083d7faad90673f10a79d4b48a596534e7f694bc40146c44f98570a79a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08066005786150744,0.0,0.04462646804937168,0.08603655474818821,0.0,0.0,0.0,0.0,0.0,0.06646967700727555,0.0,0.0,0.08436222498261095,0.0,0.0,0.0,0.0,0.08463415989544808,0.08003832080375467,0.0,0.0,0.0,0.0,0.08813113641321083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06753731684716216,0.0,0.0,0.18803846767260946,0.3548420117711085,0.42812492712438516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4669571985218765,0.17730955428950768,0.21496200478949917,0.10480992385382318,0.08556094012076938,0.0,0.0,0.0,0.0,0.08436222498261095,0.0,0.08751590097531482,0.0,0.0,0.0,0.0,0.316226064904056,0.07958124799132248,0.13507463369432432,0.18752481330745904,0.0,0.0,0.20278545275937376,0.12561321840170725,0.16085044685644093,0.0645226770910798,0.1632407922985044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,88,0,32,0,0,0,0,3,36,84,0,12,2,1,0,0,0,0,160,176,1,0,0,0,2,1,1.0
Infostealer.Limitail-7d0df2e8878f3ed199b471de84d8b416279893e62c8433c24948ecaf38dc622e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08066005786150744,0.0,0.04462646804937168,0.08603655474818821,0.0,0.0,0.0,0.0,0.0,0.06646967700727555,0.0,0.0,0.08436222498261095,0.0,0.0,0.0,0.0,0.08463415989544808,0.08003832080375467,0.0,0.0,0.0,0.0,0.08813113641321083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06753731684716216,0.0,0.0,0.18803846767260946,0.3548420117711085,0.42812492712438516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4669571985218765,0.17730955428950768,0.21496200478949917,0.10480992385382318,0.08556094012076938,0.0,0.0,0.0,0.0,0.08436222498261095,0.0,0.08751590097531482,0.0,0.0,0.0,0.0,0.316226064904056,0.07958124799132248,0.13507463369432432,0.18752481330745904,0.0,0.0,0.20278545275937376,0.12561321840170725,0.16085044685644093,0.0645226770910798,0.1632407922985044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,39,0,0,0,1,1,27,7,0,10,2,1,0,0,1,0,90,305,0,0,0,0,2,0,1.0
Infostealer.Limitail-7e7f86a5e22c6b55a6e5c817369b76da73aa232ddbb214edbfb6263d961d2dca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166581494187006,0.0,0.0,0.0,0.0,0.0,0.0,0.9358453344565707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02036793847636338,0.0,0.0,0.0389703826744145,0.0,0.0,0.0,0.0,0.0,0.0,0.29876014607560636,0.0,0.0,0.0,0.0,0.0,0.0,0.15568897639921606,0.04027474712564697,0.027813134360766063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03071050913758034,0.0,0.0,0.0,0.0,0.0,0.0,0.037784278505582664,0.0,0.0,0.0,0.0,0.0508844305531008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030630678974822093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,254,0,30,0,0,0,0,0,18,77,0,6,2,0,1,2,0,0,165,79,1,0,0,0,2,1,1.0
Infostealer.Limitail-7f45108804a1b1babd33dd7ba49da65580b66381c6f9e449ee9e9014a02913b2,0.0,0.0,0.0,0.0,0.0,0.0884296590689053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016637056497442862,0.0,0.0,0.0,0.0,0.0,0.025287065642006803,0.02478035614455023,0.0,0.0,0.0,0.0,0.0,0.024964470453572352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313027586975273,0.029336068100151522,0.025526661955795484,0.0,0.047821073028314814,0.0,0.04271509647548891,0.0,0.0,0.024617768714214644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03162035981754534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235725447884387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023414739085589102,0.0,0.024054501085386044,0.0,0.0,0.0,0.5292449109502702,0.6529504391960751,0.0,0.0,0.0,2,0,0,1,20,0,32,0,0,1,3,2,16,3,0,59,30,1,3,22,0,0,465,2545,8,1,0,1,3,2,1.0
Infostealer.Limitail-7f5ded4920c8750e62ed28f2b68be21959b257eedc0a5cbcf47b9642b497a931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16143614612015952,0.0,0.0,0.0,0.178786112367815,0.0,0.18402803515275626,0.9467872492678951,0.0,0.031052782558842567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10362050157751201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,150,0,47,1,0,1,2,4,21,120,0,24,5,2,3,15,2,0,251,243,3,1,0,0,2,2,1.0
