,API1,API2,API3,API4,API5,API6,API7,API8,API9,API10,API11,API12,API13,API14,API15,API16,API17,API18,API19,API20,API21,API22,API23,API24,API25,API26,API27,API28,API29,API30,API31,API32,API33,API34,API35,API36,API37,API38,API39,API40,API41,API42,API43,API44,API45,API46,API47,API48,API49,API50,API51,API52,API53,API54,API55,API56,API57,API58,API59,API60,API61,API62,API63,API64,API65,API66,API67,API68,API69,API70,API71,API72,API73,API74,API75,API76,API77,API78,API79,API80,API81,API82,API83,API84,API85,API86,API87,API88,API89,API90,API91,API92,API93,API94,API95,API96,API97,API98,API99,API100,command_line,connects_host,connects_ip,directory_created,directory_enumerated,directory_removed,dll_loaded,downloads_file,fetches_url,file_copied,file_created,file_deleted,file_exists,file_failed,file_moved,file_opened,file_read,file_recreated,file_written,guid,mutex,regkey_deleted,regkey_opened,regkey_read,regkey_written,resolves_host,tls_master,wmi_query,parent,children,LABEL
benreport399.json,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemInfo,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetDllHandle,NtAllocateVirtualMemory,GetFileType,GetFileType,GetFileType,GetTimeZoneInformation,GetTimeZoneInformation,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,FindFirstFileExW,FindFirstFileExW,FindFirstFileExW,FindFirstFileExW,FindFirstFileExW,FindFirstFileExW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LdrLoadDll,LdrGetProcedureAddress,GetNativeSystemInfo,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,NtOpenKey,NtOpenKey,NtOpenKey,NtQueryValueKey,NtQueryValueKey,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,0,0,0,0,6,0,22,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,48,98,0,0,0,0,2,0,0
benreport4.json,GetFileAttributesExW,NtOpenFile,NtClose,NtOpenFile,NtClose,FindResourceExW,LoadResource,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,NtOpenFile,NtClose,NtOpenFile,NtClose,NtOpenFile,NtClose,NtOpenFile,NtClose,NtOpenFile,NtClose,NtOpenFile,NtClose,NtOpenFile,NtClose,FindResourceExW,LoadResource,FindResourceExW,LoadResource,LdrGetDllHandle,FindResourceExW,LoadResource,FindResourceExW,LoadResource,NtClose,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,GetSystemMetrics,GetSystemMetrics,LdrLoadDll,LdrGetProcedureAddress,DrawTextExW,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,DrawTextExW,NtClose,NtClose,RegOpenKeyExW,GetSystemDirectoryW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenDirectoryObject,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,CoInitializeEx,LdrGetProcedureAddress,LdrGetProcedureAddress,NtClose,NtClose,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,NtClose,NtClose,NtClose,NtClose,NtClose,NtOpenMutant,NtClose,NtOpenSection,NtMapViewOfSection,NtUnmapViewOfSection,NtClose,RegOpenKeyExW,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,24,9,0,0,0,0,2,0,0
benreport40.json,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtAllocateVirtualMemory,LoadStringA,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LoadStringA,NtClose,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetErrorMode,LdrLoadDll,SetErrorMode,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtQueryAttributesFile,NtQueryAttributesFile,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtClose,GetSystemInfo,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtProtectVirtualMemory,NtCreateFile,FindResourceA,SizeofResource,LoadResource,GetFileSize,GetFileSize,SetFilePointer,NtReadFile,NtReadFile,NtReadFile,SetFilePointer,GetFileSize,NtAllocateVirtualMemory,NtReadFile,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,3,0,0,10,5,3,50,0,0,0,9,10,34,10,0,70,25,4,9,33,19,9,335,1370,70,0,0,0,3,3,0
benreport401.json,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,SetErrorMode,GetFileAttributesW,GetFileAttributesW,CreateActCtxW,CreateActCtxW,CreateActCtxW,CreateActCtxW,NtClose,NtQuerySystemInformation,NtQuerySystemInformation,NtQuerySystemInformation,NtProtectVirtualMemory,NtProtectVirtualMemory,NtCreateFile,GetFileSize,NtCreateSection,NtMapViewOfSection,NtClose,NtUnmapViewOfSection,NtClose,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,LdrGetProcedureAddress,RegOpenKeyExW,LdrGetProcedureAddress,RegQueryValueExW,LdrGetProcedureAddress,RegCloseKey,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LoadStringW,LoadStringW,MessageBoxTimeoutW,RegOpenKeyExW,LdrGetProcedureAddress,RegQueryInfoKeyW,LdrGetProcedureAddress,RegEnumKeyExW,RegEnumKeyExW,RegEnumKeyExW,RegEnumKeyExW,RegOpenKeyExW,RegCloseKey,GetFileAttributesW,RegOpenKeyExW,RegQueryValueExW,RegQueryValueExW,RegCloseKey,FindFirstFileExW,RegOpenKeyExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegQueryValueExW,RegCloseKey,FindFirstFileExW,RegOpenKeyExW,RegCloseKey,RegOpenKeyExW,RegCloseKey,RegCloseKey,FindFirstFileExW,LdrUnloadDll,NtTerminateProcess,NtTerminateProcess,NtClose,NtClose,NtClose,NtFreeVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,NtClose,NtClose,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,2,0,0
benreport402.json,GetSystemTimeAsFileTime,GetCursorPos,SetErrorMode,SetErrorMode,FindResourceW,FindResourceW,SetWindowsHookExW,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,GetTempPathW,NtCreateFile,NtQueryInformationFile,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtReadFile,NtWriteFile,NtSetInformationFile,NtFreeVirtualMemory,NtClose,SHGetFolderPathW,CreateDirectoryW,NtCreateFile,NtQueryInformationFile,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtReadFile,NtWriteFile,NtSetInformationFile,NtFreeVirtualMemory,NtClose,NtOpenFile,NtQueryInformationFile,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtReadFile,NtFreeVirtualMemory,NtClose,NtAllocateVirtualMemory,SHGetSpecialFolderLocation,CoInitializeEx,GetSystemTimeAsFileTime,GetFileAttributesW,GetSystemTimeAsFileTime,CoUninitialize,NtOpenFile,NtQueryInformationFile,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtReadFile,NtFreeVirtualMemory,NtClose,FindResourceW,FindResourceExW,LoadResource,FindResourceExW,LoadResource,FindResourceW,FindResourceW,LoadResource,SetWindowsHookExW,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,GetSystemMetrics,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtOpenKey,NtOpenKey,NtOpenKey,NtQueryValueKey,NtQueryValueKey,NtFreeVirtualMemory,NtFreeVirtualMemory,GetForegroundWindow,NtClose,NtAllocateVirtualMemory,NtClose,GetSystemMetrics,0,0,0,1,0,0,18,0,0,0,2,0,2,0,0,6,2,0,2,9,0,0,3,131,0,0,0,0,2,0,0
benreport403.json,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,SetErrorMode,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceExW,LoadResource,FindResourceExW,LoadResource,GetFileAttributesW,LdrGetDllHandle,FindResourceExW,LoadResource,FindResourceExW,LoadResource,0,0,0,0,0,0,10,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,39,35,0,0,0,0,2,0,0
benreport404.json,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,FindFirstFileExW,FindFirstFileExW,FindFirstFileExW,FindFirstFileExW,NtClose,FindFirstFileExW,FindFirstFileExW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LoadStringW,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,RegOpenKeyExW,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryValueExW,RegQueryValueExW,RegCloseKey,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,SetErrorMode,LdrGetDllHandle,LdrGetProcedureAddress,0,0,0,0,6,0,14,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,45,16,0,0,0,0,2,0,0
benreport405.json,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,GetFileType,GetFileType,GetFileType,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,FindFirstFileExW,NtClose,NtCreateFile,GetFileType,SetFilePointer,NtAllocateVirtualMemory,NtReadFile,SetFilePointer,SetFilePointer,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,NtReadFile,0,0,0,1,6,0,10,0,0,0,7,0,3,1,0,9,2,0,5,0,1,0,28,19,0,0,0,0,2,0,0
benreport406.json,LdrLoadDll,LdrGetProcedureAddress,LdrUnloadDll,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LookupPrivilegeValueW,LdrGetProcedureAddress,NtClose,LdrUnloadDll,SetErrorMode,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceW,SizeofResource,LoadResource,FindResourceExW,LoadResource,FindResourceExW,LoadResource,GetFileAttributesW,LdrGetDllHandle,FindResourceExW,LoadResource,FindResourceExW,LoadResource,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,LdrGetDllHandle,LdrGetProcedureAddress,0,0,0,1,0,0,21,0,0,0,0,1,2,4,0,39,1,0,0,6,0,0,2,210,0,0,0,0,2,0,0
benreport408.json,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetDllHandle,NtAllocateVirtualMemory,GetFileType,GetFileType,GetFileType,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,RegOpenKeyExA,RegOpenKeyExA,RegOpenKeyExA,NtQueryAttributesFile,NtQueryAttributesFile,NtQueryAttributesFile,NtQueryAttributesFile,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemMetrics,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,RegOpenKeyExA,RegQueryValueExA,RegQueryValueExA,RegCloseKey,LdrGetDllHandle,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,LoadStringA,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,30,19,0,0,0,0,2,0,0
benreport409.json,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,SetErrorMode,GetFileAttributesW,GetFileAttributesW,CreateActCtxW,CreateActCtxW,CreateActCtxW,NtClose,LdrLoadDll,NtCreateFile,NtReadFile,SetFilePointer,NtReadFile,NtClose,GetNativeSystemInfo,GetSystemDirectoryW,CreateProcessInternalW,NtClose,NtClose,NtUnmapViewOfSection,NtTerminateProcess,NtTerminateProcess,NtClose,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,NtFreeVirtualMemory,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,NtClose,LdrUnloadDll,NtOpenKey,NtQueryValueKey,NtClose,NtClose,NtClose,NtClose,NtTerminateProcess,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,SetErrorMode,GetFileAttributesW,GetFileAttributesW,CreateActCtxW,CreateActCtxW,CreateActCtxW,NtClose,CreateActCtxW,GetSystemTimeAsFileTime,NtQueryKey,NtOpenKeyEx,NtQueryValueKey,NtClose,NtQueryKey,NtOpenKeyEx,NtQueryValueKey,NtClose,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,NtQueryKey,NtOpenKeyEx,NtAllocateVirtualMemory,NtOpenDirectoryObject,GetSystemTimeAsFileTime,GetSystemDirectoryW,NtQueryKey,NtOpenKeyEx,NtQueryKey,NtOpenKeyEx,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemInfo,LdrLoadDll,LdrGetProcedureAddress,NtAllocateVirtualMemory,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,NtAllocateVirtualMemory,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,1,0
benreport41.json,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
benreport410.json,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,GetTempPathW,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrGetProcedureAddress,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LdrLoadDll,LdrGetProcedureAddress,LdrGetProcedureAddress,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtClose,GetSystemMetrics,GetSystemMetrics,GetSystemMetrics,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,GetSystemDirectoryW,LdrLoadDll,CreateThread,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,0,0,0,0,0,0,14,0,0,0,2,0,1,1,0,8,2,1,2,0,1,1,4,118,1,0,0,0,2,0,0
